pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the artisan in front of the photographer saw the penciller .,the artisan saw the penciller .,artisan photographer artisan,,,,,,,,,,,,,,
1,entailment,the banker next to the illustrators expected the curator .,the banker expected the curator .,banker illustrators banker,,,,,,,,,,,,,,
2,entailment,the singer behind the planners saw the students .,the singer saw the students .,singer planners singer,,,,,,,,,,,,,,
3,entailment,the strategists in front of the engineer needed the illustrator .,the strategists needed the illustrator .,strategists engineer strategists,,,,,,,,,,,,,,
4,entailment,the senators in front of the bakers expected the photographers .,the senators expected the photographers .,senators bakers senators,,,,,,,,,,,,,,
5,entailment,the artist in front of the senators needed the engineers .,the artist needed the engineers .,artist senators artist,,,,,,,,,,,,,,
6,entailment,the banker next to the baker encouraged the worker .,the banker encouraged the worker .,banker baker banker,,,,,,,,,,,,,,
7,entailment,the planner next to the psychiatrist needed the potter .,the planner needed the potter .,planner psychiatrist planner,,,,,,,,,,,,,,
8,entailment,the senator in front of the planners needed the dancers .,the senator needed the dancers .,senator planners senator,,,,,,,,,,,,,,
9,entailment,the chaplain by the psychiatrist called the students .,the chaplain called the students .,chaplain psychiatrist chaplain,,,,,,,,,,,,,,
10,entailment,the tourists behind the strategists helped the sculptors .,the tourists helped the sculptors .,tourists strategists tourists,,,,,,,,,,,,,,
11,entailment,the photographers by the psychiatrists expected the workers .,the photographers expected the workers .,photographers psychiatrists photographers,,,,,,,,,,,,,,
12,entailment,the pencillers by the senators avoided the colorists .,the pencillers avoided the colorists .,pencillers senators pencillers,,,,,,,,,,,,,,
13,entailment,the sculptor next to the chaplains encouraged the potters .,the sculptor encouraged the potters .,sculptor chaplains sculptor,,,,,,,,,,,,,,
14,entailment,the worker near the author helped the bakers .,the worker helped the bakers .,worker author worker,,,,,,,,,,,,,,
15,entailment,the chaplain behind the authors helped the psychiatrists .,the chaplain helped the psychiatrists .,chaplain authors chaplain,,,,,,,,,,,,,,
16,entailment,the tourists behind the artisans needed the colorist .,the tourists needed the colorist .,tourists artisans tourists,,,,,,,,,,,,,,
17,entailment,the singer by the illustrators encouraged the senators .,the singer encouraged the senators .,singer illustrators singer,,,,,,,,,,,,,,
18,entailment,the potters in front of the penciller found the senators .,the potters found the senators .,potters penciller potters,,,,,,,,,,,,,,
19,entailment,the singer next to the psychiatrists avoided the artist .,the singer avoided the artist .,singer psychiatrists singer,,,,,,,,,,,,,,
20,entailment,the penciller by the illustrators brought the planner .,the penciller brought the planner .,penciller illustrators penciller,,,,,,,,,,,,,,
21,entailment,the dancers behind the singer helped the worker .,the dancers helped the worker .,dancers singer dancers,,,,,,,,,,,,,,
22,entailment,the planner behind the analyst avoided the chaplain .,the planner avoided the chaplain .,planner analyst planner,,,,,,,,,,,,,,
23,entailment,the photographers in front of the chaplain called the strategist .,the photographers called the strategist .,photographers chaplain photographers,,,,,,,,,,,,,,
24,entailment,the tourist behind the architects saw the bakers .,the tourist saw the bakers .,tourist architects tourist,,,,,,,,,,,,,,
25,entailment,the curator near the potters advised the worker .,the curator advised the worker .,curator potters curator,,,,,,,,,,,,,,
26,entailment,the photographers in front of the director helped the authors .,the photographers helped the authors .,photographers director photographers,,,,,,,,,,,,,,
27,entailment,the colorist next to the senators thanked the potter .,the colorist thanked the potter .,colorist senators colorist,,,,,,,,,,,,,,
28,entailment,the director near the artisans brought the bakers .,the director brought the bakers .,director artisans director,,,,,,,,,,,,,,
29,entailment,the curators by the authors brought the analyst .,the curators brought the analyst .,curators authors curators,,,,,,,,,,,,,,
30,entailment,the director next to the workers found the potter .,the director found the potter .,director workers director,,,,,,,,,,,,,,
31,entailment,the penciller near the photographer needed the analysts .,the penciller needed the analysts .,penciller photographer penciller,,,,,,,,,,,,,,
32,entailment,the student near the curator encouraged the artists .,the student encouraged the artists .,student curator student,,,,,,,,,,,,,,
33,entailment,the senators next to the penciller encouraged the analysts .,the senators encouraged the analysts .,senators penciller senators,,,,,,,,,,,,,,
34,entailment,the bankers near the photographers expected the strategist .,the bankers expected the strategist .,bankers photographers bankers,,,,,,,,,,,,,,
35,entailment,the planners in front of the artist brought the directors .,the planners brought the directors .,planners artist planners,,,,,,,,,,,,,,
36,entailment,the singer by the potters needed the strategists .,the singer needed the strategists .,singer potters singer,,,,,,,,,,,,,,
37,entailment,the planners in front of the photographers called the author .,the planners called the author .,planners photographers planners,,,,,,,,,,,,,,
38,entailment,the planners in front of the tourist expected the colorists .,the planners expected the colorists .,planners tourist planners,,,,,,,,,,,,,,
39,entailment,the workers in front of the architects found the pencillers .,the workers found the pencillers .,workers architects workers,,,,,,,,,,,,,,
40,entailment,the tourists by the photographers found the dancers .,the tourists found the dancers .,tourists photographers tourists,,,,,,,,,,,,,,
41,entailment,the photographer near the engineer needed the architect .,the photographer needed the architect .,photographer engineer photographer,,,,,,,,,,,,,,
42,entailment,the artisans by the penciller advised the psychiatrist .,the artisans advised the psychiatrist .,artisans penciller artisans,,,,,,,,,,,,,,
43,entailment,the bankers in front of the students brought the strategist .,the bankers brought the strategist .,bankers students bankers,,,,,,,,,,,,,,
44,entailment,the workers near the sculptor avoided the animator .,the workers avoided the animator .,workers sculptor workers,,,,,,,,,,,,,,
45,entailment,the potters by the chaplains brought the directors .,the potters brought the directors .,potters chaplains potters,,,,,,,,,,,,,,
46,entailment,the banker by the worker saw the director .,the banker saw the director .,banker worker banker,,,,,,,,,,,,,,
47,entailment,the artist in front of the potters helped the director .,the artist helped the director .,artist potters artist,,,,,,,,,,,,,,
48,entailment,the architect behind the dancers advised the singers .,the architect advised the singers .,architect dancers architect,,,,,,,,,,,,,,
49,entailment,the artisans next to the sculptor advised the colorists .,the artisans advised the colorists .,artisans sculptor artisans,,,,,,,,,,,,,,
50,entailment,the planners behind the penciller advised the potters .,the planners advised the potters .,planners penciller planners,,,,,,,,,,,,,,
51,entailment,the curators next to the analysts helped the dancer .,the curators helped the dancer .,curators analysts curators,,,,,,,,,,,,,,
52,entailment,the potters near the authors advised the architects .,the potters advised the architects .,potters authors potters,,,,,,,,,,,,,,
53,entailment,the illustrator in front of the students needed the singers .,the illustrator needed the singers .,illustrator students illustrator,,,,,,,,,,,,,,
54,entailment,the colorists by the artisans brought the engineers .,the colorists brought the engineers .,colorists artisans colorists,,,,,,,,,,,,,,
