pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the artisan in front of the photographer saw the penciller .,the artisan saw the penciller .,the artisan in front of the photographer is still the artisan .,,,,,,,,,,,,,,
1,entailment,the banker next to the illustrators expected the curator .,the banker expected the curator .,the banker next to the illustrators is still the banker .,,,,,,,,,,,,,,
2,entailment,the singer behind the planners saw the students .,the singer saw the students .,the singer behind the planners is still the singer .,,,,,,,,,,,,,,
3,entailment,the strategists in front of the engineer needed the illustrator .,the strategists needed the illustrator .,the strategists in front of the engineer are still the strategists .,,,,,,,,,,,,,,
4,entailment,the senators in front of the bakers expected the photographers .,the senators expected the photographers .,the senators in front of the bakers are still the senators .,,,,,,,,,,,,,,
5,entailment,the artist in front of the senators needed the engineers .,the artist needed the engineers .,the artist in front of the senators is still the artist .,,,,,,,,,,,,,,
6,entailment,the banker next to the baker encouraged the worker .,the banker encouraged the worker .,the banker next to the baker is still the banker .,,,,,,,,,,,,,,
7,entailment,the planner next to the psychiatrist needed the potter .,the planner needed the potter .,the planner next to the psychiatrist is still the planner .,,,,,,,,,,,,,,
8,entailment,the senator in front of the planners needed the dancers .,the senator needed the dancers .,the senator in front of the planners is still the senator .,,,,,,,,,,,,,,
9,entailment,the chaplain by the psychiatrist called the students .,the chaplain called the students .,the chaplain by the psychiatrist is still the chaplain .,,,,,,,,,,,,,,
10,entailment,the tourists behind the strategists helped the sculptors .,the tourists helped the sculptors .,the tourists behind the strategists are still the tourists .,,,,,,,,,,,,,,
11,entailment,the photographers by the psychiatrists expected the workers .,the photographers expected the workers .,the photographers by the psychiatrists are still the photographers .,,,,,,,,,,,,,,
