guid,template_id,heuristic,template,subtemplate_id,label,premise,hypothesis,high_quality,extreme_low_quality,var_list,example_premise,example_hypotheis,example_high_quality,example_extreme_low_quality
0,0, lexical_overlap, le_around_prepositional_phrase, 0,entailment, the N1 P1 the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 P1 the N2 N1_Be1 still the N1., N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the workers next to the designer disturbed the lyricist .,the workers disturbed the lyricist .,the workers next to the designer are still the workers .,workers designer workers
160,1, lexical_overlap, le_around_relative_clause, 0,entailment, the N1 Rels1 Vi1 Vt2 the N2., the N1 Vt2 the N2., the N1 Rels1 Vi1 N1_Be1 still the N1., N1 Vi1 N1,"['N1', 'Rels1', 'Vi1', 'Vt2', 'N2', 'N1_Be1']",the author that ran admired the lawyer .,the author admired the lawyer .,the author that ran is still the author .,author ran author
320,2, lexical_overlap, le_around_relative_clause, 1,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 the N2 Vt1 N1_Be1 still the N1., N1 N2 Vt1 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the authors that the students contacted needed the lawyer .,the authors needed the lawyer .,the authors that the students contacted are still the authors .,authors students contacted authors
480,3, lexical_overlap, le_around_relative_clause, 2,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 Vt1 the N2 N1_Be1 still the N1., N1 Vt1 N2 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the illustrators who contacted the writers addressed the colorists .,the illustrators addressed the colorists .,the illustrators who contacted the writers are still the illustrators .,illustrators contacted writers illustrators
640,4, lexical_overlap, le_conjunction, 0,entailment, the N1 and the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 N1_Be1 part of the N1 and the N2., N1 N1 N2,"['N1', 'Vt1', 'N2', 'N3', 'N1_Be1']",the banker and the designer disturbed the therapist .,the banker disturbed the therapist .,the banker is part of the banker and the designer .,banker banker designer
800,5, lexical_overlap, le_conjunction, 1,entailment, the N1 Vt1 the N2 and the N3., the N1 Vt1 the N3., the N3 N3_Be1 part of the N2 and the N3., N3 N2 N3,"['N1', 'Vt1', 'N2', 'N3', 'N3_Be1']",the planners contacted the writers and the administrator .,the planners contacted the administrator .,the administrator is part of the writers and the administrator .,administrator writers administrator
960,6, lexical_overlap, le_passive, 0,entailment, the Ns1 was Vt1 by the N2., the N2 Vt1 the Ns1.,"Vt1 is the active form of was Vt1 by , so we swap the Ns1 and the N2 .", Vt1 Vt1 Ns1 N2,"['Ns1', 'Vt1', 'N2']",the technician was recognized by the author .,the author recognized the technician .,"recognized is the active form of was recognized by , so we swap the technician and the author .",recognized recognized technician author
1280,8, lexical_overlap, le_relative_clause, 0,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt1 the N1.,Rels1 in Rels1 the N2 Vt1 refers to the N1., N2 Vt1 N1,"['N1', 'Vt1', 'N2', 'Vt2', 'N3', 'Rels1']",the photojournalist that the professor recognized supported the engineers .,the professor recognized the photojournalist .,that in that the professor recognized refers to the photojournalist .,professor recognized photojournalist
1440,9, lexical_overlap, le_relative_clause, 1,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt1 the N2., Rels1 in Rels1 Vt1 the N2 refers to the N1., Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the therapist that mentioned the lawyers disturbed the designers .,the therapist mentioned the lawyers .,that in that mentioned the lawyers refers to the therapist .,mentioned lawyers therapist
1600,10, lexical_overlap, le_relative_clause, 2,entailment, the N1 Vt1 the N2 Rels1 Vt2 the N3., the N2 Vt2 the N3., the N2 is the subject of the relative clause Rels1 Vt2 the N3., N2 Vt2 N3,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the dancers needed the lyricists that disturbed the officer .,the lyricists disturbed the officer .,the lyricists is the subject of the relative clause that disturbed the officer .,lyricists disturbed officer
