pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the chaplain near the doctor recommended the photographers .,the chaplain recommended the photographers .,the chaplain near the doctor is still the chaplain .,,,,,,,,,,,,,,
1,entailment,the athletes behind the animator mentioned the photographers .,the athletes mentioned the photographers .,the athletes behind the animator are still the athletes .,,,,,,,,,,,,,,
2,entailment,the psychotherapists behind the nurse needed the lawyers .,the psychotherapists needed the lawyers .,the psychotherapists behind the nurse are still the psychotherapists .,,,,,,,,,,,,,,
3,entailment,the senator behind the animators needed the designers .,the senator needed the designers .,the senator behind the animators is still the senator .,,,,,,,,,,,,,,
4,entailment,the lyricists by the workers offended the chaplains .,the lyricists offended the chaplains .,the lyricists by the workers are still the lyricists .,,,,,,,,,,,,,,
5,entailment,the worker by the stylist addressed the designer .,the worker addressed the designer .,the worker by the stylist is still the worker .,,,,,,,,,,,,,,
6,entailment,the senator behind the worker saw the lawyers .,the senator saw the lawyers .,the senator behind the worker is still the senator .,,,,,,,,,,,,,,
7,entailment,the director in front of the chaplain expected the psychiatrists .,the director expected the psychiatrists .,the director in front of the chaplain is still the director .,,,,,,,,,,,,,,
8,entailment,the animator next to the writer expected the stylists .,the animator expected the stylists .,the animator next to the writer is still the animator .,,,,,,,,,,,,,,
9,entailment,the chaplains near the artists expected the lawyers .,the chaplains expected the lawyers .,the chaplains near the artists are still the chaplains .,,,,,,,,,,,,,,
10,entailment,the planner next to the writer encouraged the athletes .,the planner encouraged the athletes .,the planner next to the writer is still the planner .,,,,,,,,,,,,,,
11,entailment,the chaplains near the designer offended the photographers .,the chaplains offended the photographers .,the chaplains near the designer are still the chaplains .,,,,,,,,,,,,,,
12,entailment,the chaplain next to the architects addressed the artist .,the chaplain addressed the artist .,the chaplain next to the architects is still the chaplain .,,,,,,,,,,,,,,
13,entailment,the chaplain in front of the planners offended the doctors .,the chaplain offended the doctors .,the chaplain in front of the planners is still the chaplain .,,,,,,,,,,,,,,
14,entailment,the athlete by the sculptors recommended the counselor .,the athlete recommended the counselor .,the athlete by the sculptors is still the athlete .,,,,,,,,,,,,,,
15,entailment,the artist next to the designer offended the technician .,the artist offended the technician .,the artist next to the designer is still the artist .,,,,,,,,,,,,,,
16,entailment,the photographers behind the planner offended the lawyer .,the photographers offended the lawyer .,the photographers behind the planner are still the photographers .,,,,,,,,,,,,,,
17,entailment,the strategists by the directors mentioned the psychotherapists .,the strategists mentioned the psychotherapists .,the strategists by the directors are still the strategists .,,,,,,,,,,,,,,
18,entailment,the animators near the tourists saw the curators .,the animators saw the curators .,the animators near the tourists are still the animators .,,,,,,,,,,,,,,
19,entailment,the planner near the artists disturbed the curators .,the planner disturbed the curators .,the planner near the artists is still the planner .,,,,,,,,,,,,,,
20,entailment,the counselors behind the lawyer needed the therapists .,the counselors needed the therapists .,the counselors behind the lawyer are still the counselors .,,,,,,,,,,,,,,
21,entailment,the chaplain in front of the doctor saw the lyricist .,the chaplain saw the lyricist .,the chaplain in front of the doctor is still the chaplain .,,,,,,,,,,,,,,
22,entailment,the planners near the workers disturbed the athlete .,the planners disturbed the athlete .,the planners near the workers are still the planners .,,,,,,,,,,,,,,
23,entailment,the lawyer in front of the psychotherapists offended the designer .,the lawyer offended the designer .,the lawyer in front of the psychotherapists is still the lawyer .,,,,,,,,,,,,,,
24,entailment,the worker near the athlete needed the psychiatrist .,the worker needed the psychiatrist .,the worker near the athlete is still the worker .,,,,,,,,,,,,,,
25,entailment,the animator in front of the architect mentioned the counselor .,the animator mentioned the counselor .,the animator in front of the architect is still the animator .,,,,,,,,,,,,,,
26,entailment,the doctors near the therapists mentioned the nurse .,the doctors mentioned the nurse .,the doctors near the therapists are still the doctors .,,,,,,,,,,,,,,
27,entailment,the lawyers in front of the senator disturbed the technician .,the lawyers disturbed the technician .,the lawyers in front of the senator are still the lawyers .,,,,,,,,,,,,,,
28,entailment,the tourists by the lyricist disturbed the animators .,the tourists disturbed the animators .,the tourists by the lyricist are still the tourists .,,,,,,,,,,,,,,
29,entailment,the nurse behind the strategist mentioned the lawyer .,the nurse mentioned the lawyer .,the nurse behind the strategist is still the nurse .,,,,,,,,,,,,,,
30,entailment,the technician near the athlete saw the architects .,the technician saw the architects .,the technician near the athlete is still the technician .,,,,,,,,,,,,,,
31,entailment,the lyricist by the technician supported the planners .,the lyricist supported the planners .,the lyricist by the technician is still the lyricist .,,,,,,,,,,,,,,
32,entailment,the nurses by the psychotherapist encouraged the sculptor .,the nurses encouraged the sculptor .,the nurses by the psychotherapist are still the nurses .,,,,,,,,,,,,,,
33,entailment,the planners next to the chaplains addressed the doctor .,the planners addressed the doctor .,the planners next to the chaplains are still the planners .,,,,,,,,,,,,,,
34,entailment,the director next to the nurses encouraged the technicians .,the director encouraged the technicians .,the director next to the nurses is still the director .,,,,,,,,,,,,,,
35,entailment,the counselors in front of the nurse supported the senators .,the counselors supported the senators .,the counselors in front of the nurse are still the counselors .,,,,,,,,,,,,,,
36,entailment,the counselor near the therapists needed the senator .,the counselor needed the senator .,the counselor near the therapists is still the counselor .,,,,,,,,,,,,,,
37,entailment,the potters behind the therapists advised the workers .,the potters advised the workers .,the potters behind the therapists are still the potters .,,,,,,,,,,,,,,
38,entailment,the architects next to the planner offended the curators .,the architects offended the curators .,the architects next to the planner are still the architects .,,,,,,,,,,,,,,
39,entailment,the photographers near the chaplain offended the worker .,the photographers offended the worker .,the photographers near the chaplain are still the photographers .,,,,,,,,,,,,,,
40,entailment,the animators by the writer supported the chaplains .,the animators supported the chaplains .,the animators by the writer are still the animators .,,,,,,,,,,,,,,
