pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the chaplain near the doctor recommended the photographers .,the chaplain recommended the photographers .,chaplain doctor chaplain,,,,,,,,,,,,,,
1,entailment,the athletes behind the animator mentioned the photographers .,the athletes mentioned the photographers .,athletes animator athletes,,,,,,,,,,,,,,
2,entailment,the psychotherapists behind the nurse needed the lawyers .,the psychotherapists needed the lawyers .,psychotherapists nurse psychotherapists,,,,,,,,,,,,,,
3,entailment,the senator behind the animators needed the designers .,the senator needed the designers .,senator animators senator,,,,,,,,,,,,,,
4,entailment,the lyricists by the workers offended the chaplains .,the lyricists offended the chaplains .,lyricists workers lyricists,,,,,,,,,,,,,,
5,entailment,the worker by the stylist addressed the designer .,the worker addressed the designer .,worker stylist worker,,,,,,,,,,,,,,
6,entailment,the senator behind the worker saw the lawyers .,the senator saw the lawyers .,senator worker senator,,,,,,,,,,,,,,
7,entailment,the director in front of the chaplain expected the psychiatrists .,the director expected the psychiatrists .,director chaplain director,,,,,,,,,,,,,,
8,entailment,the animator next to the writer expected the stylists .,the animator expected the stylists .,animator writer animator,,,,,,,,,,,,,,
9,entailment,the chaplains near the artists expected the lawyers .,the chaplains expected the lawyers .,chaplains artists chaplains,,,,,,,,,,,,,,
10,entailment,the planner next to the writer encouraged the athletes .,the planner encouraged the athletes .,planner writer planner,,,,,,,,,,,,,,
11,entailment,the chaplains near the designer offended the photographers .,the chaplains offended the photographers .,chaplains designer chaplains,,,,,,,,,,,,,,
12,entailment,the chaplain next to the architects addressed the artist .,the chaplain addressed the artist .,chaplain architects chaplain,,,,,,,,,,,,,,
13,entailment,the chaplain in front of the planners offended the doctors .,the chaplain offended the doctors .,chaplain planners chaplain,,,,,,,,,,,,,,
14,entailment,the athlete by the sculptors recommended the counselor .,the athlete recommended the counselor .,athlete sculptors athlete,,,,,,,,,,,,,,
15,entailment,the artist next to the designer offended the technician .,the artist offended the technician .,artist designer artist,,,,,,,,,,,,,,
320,entailment,the designers who the counselors offended disturbed the lyricist .,the designers disturbed the lyricist .,designers counselors offended designers,,,,,,,,,,,,,,
321,entailment,the artist who the workers expected offended the sculptors .,the artist offended the sculptors .,artist workers expected artist,,,,,,,,,,,,,,
