pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the chaplain near the doctor recommended the photographers .,the chaplain recommended the photographers .,the chaplain near the doctor is still the chaplain .,,,,,,,,,,,,,,
1,entailment,the athletes behind the animator mentioned the photographers .,the athletes mentioned the photographers .,the athletes behind the animator are still the athletes .,,,,,,,,,,,,,,
320,entailment,the designers who the counselors offended disturbed the lyricist .,the designers disturbed the lyricist .,the designers who the counselors offended are still the designers .,,,,,,,,,,,,,,
321,entailment,the artist who the workers expected offended the sculptors .,the artist offended the sculptors .,the artist who the workers expected is still the artist .,,,,,,,,,,,,,,
480,entailment,the stylist that encouraged the sculptors disturbed the potter .,the stylist disturbed the potter .,the stylist that encouraged the sculptors is still the stylist .,,,,,,,,,,,,,,
481,entailment,the workers who expected the technician mentioned the psychotherapist .,the workers mentioned the psychotherapist .,the workers who expected the technician are still the workers .,,,,,,,,,,,,,,
640,entailment,the therapist and the strategists mentioned the athlete .,the therapist mentioned the athlete .,the therapist is part of the therapist and the strategists .,,,,,,,,,,,,,,
641,entailment,the tourist and the nurse recommended the doctors .,the tourist recommended the doctors .,the tourist is part of the tourist and the nurse .,,,,,,,,,,,,,,
800,entailment,the planners offended the writers and the chaplain .,the planners offended the chaplain .,the chaplain is part of the writers and the chaplain .,,,,,,,,,,,,,,
801,entailment,the tourist disturbed the designer and the photographers .,the tourist disturbed the photographers .,the photographers are part of the designer and the photographers .,,,,,,,,,,,,,,
1120,entailment,the stylists were needed by the therapist .,the therapist needed the stylists .,"needed is the active form of was needed by , so we swap the stylists and the therapist .",,,,,,,,,,,,,,
1121,entailment,the planners were supported by the athletes .,the athletes supported the planners .,"supported is the active form of was supported by , so we swap the planners and the athletes .",,,,,,,,,,,,,,
1280,entailment,the animators that the stylists recommended encouraged the curators .,the stylists recommended the animators .,that in that the stylists recommended refers to the animators .,,,,,,,,,,,,,,
1281,entailment,the photographers that the counselors advised addressed the director .,the counselors advised the photographers .,that in that the counselors advised refers to the photographers .,,,,,,,,,,,,,,
1440,entailment,the architects who offended the senators needed the tourist .,the architects offended the senators .,who in who offended the senators refers to the architects .,,,,,,,,,,,,,,
1441,entailment,the potters who addressed the worker advised the nurse .,the potters addressed the worker .,who in who addressed the worker refers to the potters .,,,,,,,,,,,,,,
1600,entailment,the potter recommended the athletes that advised the therapists .,the athletes advised the therapists .,the athletes is the subject of the relative clause that advised the therapists .,,,,,,,,,,,,,,
1601,entailment,the nurse disturbed the tourists who needed the senators .,the tourists needed the senators .,the tourists is the subject of the relative clause who needed the senators .,,,,,,,,,,,,,,
1760,entailment,the therapists advised the writer that the senator expected .,the senator expected the writer .,the writer is the object of the relative clause that the senator expected .,,,,,,,,,,,,,,
1761,entailment,the writer advised the nurse who the sculptors addressed .,the sculptors addressed the nurse .,the nurse is the object of the relative clause who the sculptors addressed .,,,,,,,,,,,,,,
1920,neutral,the nurse behind the writer expected the directors .,the writer expected the nurse .,"the nurse expected the directors and the nurse is behind the writer , we do not know whether the writer expected the nurse .",,,,,,,,,,,,,,
1921,neutral,the psychotherapists near the senators offended the nurse .,the senators offended the psychotherapists .,"the psychotherapists offended the nurse and the psychotherapists are near the senators , we do not know whether the senators offended the psychotherapists .",,,,,,,,,,,,,,
2080,neutral,the strategists by the lyricist offended the lawyers .,the lawyers offended the strategists .,"the strategists offended the lawyers , we do not know whether the lawyers offended the strategists .",,,,,,,,,,,,,,
2081,neutral,the therapist in front of the psychiatrist disturbed the photographer .,the photographer disturbed the therapist .,"the therapist disturbed the photographer , we do not know whether the photographer disturbed the therapist .",,,,,,,,,,,,,,
2240,neutral,the counselors next to the strategists advised the technicians .,the technicians advised the strategists .,"the counselors advised the technicians and the strategists are next to the counselors , we do not know whether the technicians advised the strategists .",,,,,,,,,,,,,,
2241,neutral,the chaplain in front of the stylists advised the directors .,the directors advised the stylists .,"the chaplain advised the directors and the stylists are in front of the chaplain , we do not know whether the directors advised the stylists .",,,,,,,,,,,,,,
2400,neutral,the lawyer encouraged the chaplain in front of the planners .,the chaplain encouraged the lawyer .,"the lawyer encouraged the chaplain , we do not know whether the chaplain encouraged the lawyer .",,,,,,,,,,,,,,
2401,neutral,the architects saw the senators by the chaplains .,the senators saw the architects .,"the architects saw the senators , we do not know whether the senators saw the architects .",,,,,,,,,,,,,,
2560,neutral,the therapists mentioned the curators in front of the photographer .,the curators mentioned the photographer .,"the therapists mentioned the curators and the curators are in front of the photographer , we do not know whether the curators mentioned the photographer .",,,,,,,,,,,,,,
2561,neutral,the nurse advised the athlete next to the curators .,the athlete advised the curators .,"the nurse advised the athlete and the athlete is next to the curators , we do not know whether the athlete advised the curators .",,,,,,,,,,,,,,
3040,neutral,the worker who the technicians supported disturbed the counselor .,the counselor disturbed the worker .,"the worker disturbed the counselor , we do not know whether the counselor disturbed the worker .",,,,,,,,,,,,,,
3041,neutral,the artists who the psychotherapists saw mentioned the planner .,the planner mentioned the artists .,"the artists mentioned the planner , we do not know whether the planner mentioned the artists .",,,,,,,,,,,,,,
3200,neutral,the photographers who the artist disturbed addressed the doctor .,the doctor disturbed the artist .,"the photographers are the object of the relative clause who the artist disturbed and the photographers addressed the doctor , we do not know whether the doctor disturbed the artist .",,,,,,,,,,,,,,
3201,neutral,the architects who the counselors supported saw the athlete .,the athlete supported the counselors .,"the architects are the object of the relative clause who the counselors supported and the architects saw the athlete , we do not know whether the athlete supported the counselors .",,,,,,,,,,,,,,
