pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the designer in front of the essayists expected the technician .,the designer expected the technician .,the designer in front of the essayists is still the designer .,,,,,,,,,,,,,,
1,entailment,the pencillers in front of the analyst expected the animators .,the pencillers expected the animators .,the pencillers in front of the analyst are still the pencillers .,,,,,,,,,,,,,,
160,entailment,the photographer that worked saw the pencillers .,the photographer saw the pencillers .,the photographer that worked is still the photographer .,,,,,,,,,,,,,,
161,entailment,the engineers that yelled mentioned the penciller .,the engineers mentioned the penciller .,the engineers that yelled are still the engineers .,,,,,,,,,,,,,,
480,entailment,the scientist that mentioned the professors recommended the doctor .,the scientist recommended the doctor .,the scientist that mentioned the professors is still the scientist .,,,,,,,,,,,,,,
481,entailment,the psychiatrists that recommended the artisan advised the technicians .,the psychiatrists advised the technicians .,the psychiatrists that recommended the artisan are still the psychiatrists .,,,,,,,,,,,,,,
800,entailment,the professors contacted the judges and the author .,the professors contacted the author .,the author is part of the judges and the author .,,,,,,,,,,,,,,
801,entailment,the potters thanked the planners and the officers .,the potters thanked the officers .,the officers are part of the planners and the officers .,,,,,,,,,,,,,,
960,entailment,the penciller was avoided by the singers .,the singers avoided the penciller .,"avoided is the active form of was avoided by , so we swap the penciller and the singers .",,,,,,,,,,,,,,
961,entailment,the author was disturbed by the designers .,the designers disturbed the author .,"disturbed is the active form of was disturbed by , so we swap the author and the designers .",,,,,,,,,,,,,,
1280,entailment,the singers that the designer recommended avoided the administrators .,the designer recommended the singers .,that in that the designer recommended refers to the singers .,,,,,,,,,,,,,,
1281,entailment,the singer that the animator expected disturbed the artisan .,the animator expected the singer .,that in that the animator expected refers to the singer .,,,,,,,,,,,,,,
1760,entailment,the potter mentioned the strategists that the animator recognized .,the animator recognized the strategists .,the strategists are the object of the relative clause that the animator recognized .,,,,,,,,,,,,,,
1761,entailment,the administrators thanked the tourist that the managers avoided .,the managers avoided the tourist .,the tourist is the object of the relative clause that the managers avoided .,,,,,,,,,,,,,,
