pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the professors by the animators introduced the strategists .,the professors introduced the strategists .,professors animators professors,,,,,,,,,,,,,,
1,entailment,the musicians in front of the stylists admired the potters .,the musicians admired the potters .,musicians stylists musicians,,,,,,,,,,,,,,
2,entailment,the illustrators in front of the presidents admired the strategist .,the illustrators admired the strategist .,illustrators presidents illustrators,,,,,,,,,,,,,,
3,entailment,the presidents in front of the stylists introduced the professors .,the presidents introduced the professors .,presidents stylists presidents,,,,,,,,,,,,,,
4,entailment,the analysts in front of the lyricist deceived the planners .,the analysts deceived the planners .,analysts lyricist analysts,,,,,,,,,,,,,,
5,entailment,the analysts by the professor advised the directors .,the analysts advised the directors .,analysts professor analysts,,,,,,,,,,,,,,
6,entailment,the lyricists in front of the illustrators avoided the photojournalist .,the lyricists avoided the photojournalist .,lyricists illustrators lyricists,,,,,,,,,,,,,,
7,entailment,the dancer by the directors recognized the designers .,the dancer recognized the designers .,dancer directors dancer,,,,,,,,,,,,,,
8,entailment,the tourist in front of the animator affected the administrator .,the tourist affected the administrator .,tourist animator tourist,,,,,,,,,,,,,,
9,entailment,the illustrators in front of the designers deceived the psychotherapists .,the illustrators deceived the psychotherapists .,illustrators designers illustrators,,,,,,,,,,,,,,
10,entailment,the athlete in front of the animator avoided the managers .,the athlete avoided the managers .,athlete animator athlete,,,,,,,,,,,,,,
11,entailment,the administrators in front of the technician introduced the dancers .,the administrators introduced the dancers .,administrators technician administrators,,,,,,,,,,,,,,
12,entailment,the illustrators by the managers introduced the strategist .,the illustrators introduced the strategist .,illustrators managers illustrators,,,,,,,,,,,,,,
13,entailment,the bankers in front of the strategists contacted the curators .,the bankers contacted the curators .,bankers strategists bankers,,,,,,,,,,,,,,
14,entailment,the psychologist by the manager affected the athlete .,the psychologist affected the athlete .,psychologist manager psychologist,,,,,,,,,,,,,,
15,entailment,the chaplain by the stylist advised the technician .,the chaplain advised the technician .,chaplain stylist chaplain,,,,,,,,,,,,,,
16,entailment,the director by the administrator advised the designers .,the director advised the designers .,director administrator director,,,,,,,,,,,,,,
17,entailment,the manager in front of the administrators deceived the illustrators .,the manager deceived the illustrators .,manager administrators manager,,,,,,,,,,,,,,
18,entailment,the tourists by the bankers introduced the presidents .,the tourists introduced the presidents .,tourists bankers tourists,,,,,,,,,,,,,,
19,entailment,the strategist by the curators recognized the administrators .,the strategist recognized the administrators .,strategist curators strategist,,,,,,,,,,,,,,
20,entailment,the athletes in front of the strategist recognized the presidents .,the athletes recognized the presidents .,athletes strategist athletes,,,,,,,,,,,,,,
21,entailment,the chaplain by the stylists advised the psychotherapists .,the chaplain advised the psychotherapists .,chaplain stylists chaplain,,,,,,,,,,,,,,
22,entailment,the director in front of the tourist disturbed the scientists .,the director disturbed the scientists .,director tourist director,,,,,,,,,,,,,,
23,entailment,the professor by the chaplain mentioned the psychotherapist .,the professor mentioned the psychotherapist .,professor chaplain professor,,,,,,,,,,,,,,
24,entailment,the technician by the planners avoided the designers .,the technician avoided the designers .,technician planners technician,,,,,,,,,,,,,,
25,entailment,the technicians in front of the dancers introduced the animators .,the technicians introduced the animators .,technicians dancers technicians,,,,,,,,,,,,,,
26,entailment,the animators by the photojournalist admired the illustrator .,the animators admired the illustrator .,animators photojournalist animators,,,,,,,,,,,,,,
27,entailment,the stylist in front of the potters disturbed the animator .,the stylist disturbed the animator .,stylist potters stylist,,,,,,,,,,,,,,
28,entailment,the directors in front of the strategists avoided the photojournalists .,the directors avoided the photojournalists .,directors strategists directors,,,,,,,,,,,,,,
29,entailment,the tourists in front of the photojournalist recognized the designer .,the tourists recognized the designer .,tourists photojournalist tourists,,,,,,,,,,,,,,
30,entailment,the designer in front of the scientist deceived the illustrators .,the designer deceived the illustrators .,designer scientist designer,,,,,,,,,,,,,,
31,entailment,the illustrator in front of the strategists disturbed the technicians .,the illustrator disturbed the technicians .,illustrator strategists illustrator,,,,,,,,,,,,,,
32,entailment,the athletes by the technicians contacted the illustrators .,the athletes contacted the illustrators .,athletes technicians athletes,,,,,,,,,,,,,,
33,entailment,the musician by the tourist contacted the chaplains .,the musician contacted the chaplains .,musician tourist musician,,,,,,,,,,,,,,
34,entailment,the illustrator in front of the potters affected the administrators .,the illustrator affected the administrators .,illustrator potters illustrator,,,,,,,,,,,,,,
35,entailment,the bankers by the musicians mentioned the lyricist .,the bankers mentioned the lyricist .,bankers musicians bankers,,,,,,,,,,,,,,
36,entailment,the designers in front of the psychologist mentioned the dancer .,the designers mentioned the dancer .,designers psychologist designers,,,,,,,,,,,,,,
37,entailment,the planners in front of the designers admired the athlete .,the planners admired the athlete .,planners designers planners,,,,,,,,,,,,,,
38,entailment,the animators by the dancer recognized the professor .,the animators recognized the professor .,animators dancer animators,,,,,,,,,,,,,,
39,entailment,the lyricists in front of the psychologist mentioned the chaplains .,the lyricists mentioned the chaplains .,lyricists psychologist lyricists,,,,,,,,,,,,,,
40,entailment,the designer in front of the animators avoided the bankers .,the designer avoided the bankers .,designer animators designer,,,,,,,,,,,,,,
41,entailment,the scientists in front of the musicians mentioned the stylist .,the scientists mentioned the stylist .,scientists musicians scientists,,,,,,,,,,,,,,
42,entailment,the psychotherapist by the strategists avoided the psychologist .,the psychotherapist avoided the psychologist .,psychotherapist strategists psychotherapist,,,,,,,,,,,,,,
43,entailment,the planners by the strategist deceived the professor .,the planners deceived the professor .,planners strategist planners,,,,,,,,,,,,,,
44,entailment,the photojournalists by the psychologists disturbed the administrator .,the photojournalists disturbed the administrator .,photojournalists psychologists photojournalists,,,,,,,,,,,,,,
