pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the scientist by the director encouraged the psychiatrist .,the scientist encouraged the psychiatrist .,scientist director scientist,,,,,,,,,,,,,,
1,entailment,the directors in front of the baker expected the strategist .,the directors expected the strategist .,directors baker directors,,,,,,,,,,,,,,
2,entailment,the musicians in front of the psychologists saw the president .,the musicians saw the president .,musicians psychologists musicians,,,,,,,,,,,,,,
3,entailment,the strategist in front of the writer helped the programmer .,the strategist helped the programmer .,strategist writer strategist,,,,,,,,,,,,,,
4,entailment,the president in front of the essayists offended the planner .,the president offended the planner .,president essayists president,,,,,,,,,,,,,,
5,entailment,the officers in front of the stylist encouraged the workers .,the officers encouraged the workers .,officers stylist officers,,,,,,,,,,,,,,
6,entailment,the manager in front of the officers expected the planner .,the manager expected the planner .,manager officers manager,,,,,,,,,,,,,,
7,entailment,the analyst by the technicians offended the photojournalist .,the analyst offended the photojournalist .,analyst technicians analyst,,,,,,,,,,,,,,
160,entailment,the director that voted saw the photojournalists .,the director saw the photojournalists .,director voted director,,,,,,,,,,,,,,
161,entailment,the musicians that continued affected the stylist .,the musicians affected the stylist .,musicians continued musicians,,,,,,,,,,,,,,
162,entailment,the bakers that continued avoided the manager .,the bakers avoided the manager .,bakers continued bakers,,,,,,,,,,,,,,
163,entailment,the essayist that agreed brought the technician .,the essayist brought the technician .,essayist agreed essayist,,,,,,,,,,,,,,
164,entailment,the essayists that grew encouraged the artisans .,the essayists encouraged the artisans .,essayists grew essayists,,,,,,,,,,,,,,
165,entailment,the musicians that panicked addressed the planners .,the musicians addressed the planners .,musicians panicked musicians,,,,,,,,,,,,,,
166,entailment,the designer that continued advised the planner .,the designer advised the planner .,designer continued designer,,,,,,,,,,,,,,
167,entailment,the musicians that existed addressed the animators .,the musicians addressed the animators .,musicians existed musicians,,,,,,,,,,,,,,
320,entailment,the planner that the psychiatrists offended saw the animator .,the planner saw the animator .,planner psychiatrists offended planner,,,,,,,,,,,,,,
321,entailment,the designer that the programmers brought advised the scientists .,the designer advised the scientists .,designer programmers brought designer,,,,,,,,,,,,,,
