guid,template_id,heuristic,template,subtemplate_id,label,premise,hypothesis,high_quality,extreme_low_quality,var_list,example_premise,example_hypotheis,example_high_quality,example_extreme_low_quality
0,0, lexical_overlap, le_around_prepositional_phrase, 0,entailment, the N1 P1 the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 P1 the N2 N1_Be1 still the N1., N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the author next to the psychotherapist offended the chaplains .,the author offended the chaplains .,the author next to the psychotherapist is still the author .,author psychotherapist author
1,0, lexical_overlap, le_around_prepositional_phrase, 0,entailment, the N1 P1 the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 P1 the N2 N1_Be1 still the N1., N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the dancers next to the architect deceived the artisans .,the dancers deceived the artisans .,the dancers next to the architect are still the dancers .,dancers architect dancers
320,2, lexical_overlap, le_around_relative_clause, 1,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 the N2 Vt1 N1_Be1 still the N1., N1 N2 Vt1 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the programmers that the officers mentioned advised the student .,the programmers advised the student .,the programmers that the officers mentioned are still the programmers .,programmers officers mentioned programmers
321,2, lexical_overlap, le_around_relative_clause, 1,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 the N2 Vt1 N1_Be1 still the N1., N1 N2 Vt1 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the artist that the programmer affected recognized the lyricist .,the artist recognized the lyricist .,the artist that the programmer affected is still the artist .,artist programmer affected artist
480,3, lexical_overlap, le_around_relative_clause, 2,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 Vt1 the N2 N1_Be1 still the N1., N1 Vt1 N2 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the artisans that affected the psychologists offended the lyricists .,the artisans offended the lyricists .,the artisans that affected the psychologists are still the artisans .,artisans affected psychologists artisans
481,3, lexical_overlap, le_around_relative_clause, 2,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 Vt1 the N2 N1_Be1 still the N1., N1 Vt1 N2 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the artists that mentioned the technologist helped the lyricist .,the artists helped the lyricist .,the artists that mentioned the technologist are still the artists .,artists mentioned technologist artists
640,4, lexical_overlap, le_conjunction, 0,entailment, the N1 and the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 N1_Be1 part of the N1 and the N2., N1 N1 N2,"['N1', 'Vt1', 'N2', 'N3', 'N1_Be1']",the photographers and the lyricist recognized the artisan .,the photographers recognized the artisan .,the photographers are part of the photographers and the lyricist .,photographers photographers lyricist
641,4, lexical_overlap, le_conjunction, 0,entailment, the N1 and the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 N1_Be1 part of the N1 and the N2., N1 N1 N2,"['N1', 'Vt1', 'N2', 'N3', 'N1_Be1']",the dancer and the programmer mentioned the essayist .,the dancer mentioned the essayist .,the dancer is part of the dancer and the programmer .,dancer dancer programmer
800,5, lexical_overlap, le_conjunction, 1,entailment, the N1 Vt1 the N2 and the N3., the N1 Vt1 the N3., the N3 N3_Be1 part of the N2 and the N3., N3 N2 N3,"['N1', 'Vt1', 'N2', 'N3', 'N3_Be1']",the psychiatrist advised the sculptor and the nurse .,the psychiatrist advised the nurse .,the nurse is part of the sculptor and the nurse .,nurse sculptor nurse
801,5, lexical_overlap, le_conjunction, 1,entailment, the N1 Vt1 the N2 and the N3., the N1 Vt1 the N3., the N3 N3_Be1 part of the N2 and the N3., N3 N2 N3,"['N1', 'Vt1', 'N2', 'N3', 'N3_Be1']",the psychologists deceived the lyricists and the worker .,the psychologists deceived the worker .,the worker is part of the lyricists and the worker .,worker lyricists worker
1120,7, lexical_overlap, le_passive, 1,entailment, the Np1 were Vt1 by the N2., the N2 Vt1 the Np1.,"Vt1 is the active form of was Vt1 by , so we swap the Np1 and the N2.", Vt1 Vt1 Np1 N2,"['Np1', 'Vt1', 'N2']",the workers were deceived by the stylist .,the stylist deceived the workers .,"deceived is the active form of was deceived by , so we swap the workers and the stylist .",deceived deceived workers stylist
1121,7, lexical_overlap, le_passive, 1,entailment, the Np1 were Vt1 by the N2., the N2 Vt1 the Np1.,"Vt1 is the active form of was Vt1 by , so we swap the Np1 and the N2.", Vt1 Vt1 Np1 N2,"['Np1', 'Vt1', 'N2']",the scientists were affected by the technologist .,the technologist affected the scientists .,"affected is the active form of was affected by , so we swap the scientists and the technologist .",affected affected scientists technologist
1280,8, lexical_overlap, le_relative_clause, 0,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt1 the N1.,Rels1 in Rels1 the N2 Vt1 refers to the N1., N2 Vt1 N1,"['N1', 'Vt1', 'N2', 'Vt2', 'N3', 'Rels1']",the artist that the student thanked recognized the tourists .,the student thanked the artist .,that in that the student thanked refers to the artist .,student thanked artist
1281,8, lexical_overlap, le_relative_clause, 0,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt1 the N1.,Rels1 in Rels1 the N2 Vt1 refers to the N1., N2 Vt1 N1,"['N1', 'Vt1', 'N2', 'Vt2', 'N3', 'Rels1']",the actors that the photojournalist mentioned advised the workers .,the photojournalist mentioned the actors .,that in that the photojournalist mentioned refers to the actors .,photojournalist mentioned actors
1440,9, lexical_overlap, le_relative_clause, 1,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt1 the N2., Rels1 in Rels1 Vt1 the N2 refers to the N1., Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the psychologists that affected the scientists thanked the manager .,the psychologists affected the scientists .,that in that affected the scientists refers to the psychologists .,affected scientists psychologists
1441,9, lexical_overlap, le_relative_clause, 1,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt1 the N2., Rels1 in Rels1 Vt1 the N2 refers to the N1., Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the psychiatrist that recommended the artists deceived the architects .,the psychiatrist recommended the artists .,that in that recommended the artists refers to the psychiatrist .,recommended artists psychiatrist
1600,10, lexical_overlap, le_relative_clause, 2,entailment, the N1 Vt1 the N2 Rels1 Vt2 the N3., the N2 Vt2 the N3., the N2 is the subject of the relative clause Rels1 Vt2 the N3., N2 Vt2 N3,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the artisans deceived the nurse that recognized the dancer .,the nurse recognized the dancer .,the nurse is the subject of the relative clause that recognized the dancer .,nurse recognized dancer
1601,10, lexical_overlap, le_relative_clause, 2,entailment, the N1 Vt1 the N2 Rels1 Vt2 the N3., the N2 Vt2 the N3., the N2 is the subject of the relative clause Rels1 Vt2 the N3., N2 Vt2 N3,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the tourist helped the dancers that addressed the artists .,the dancers addressed the artists .,the dancers is the subject of the relative clause that addressed the artists .,dancers addressed artists
1760,11, lexical_overlap, le_relative_clause, 3,entailment, the N1 Vt1 the N2 Rels1 the N3 Vt2., the N3 Vt2 the N2., the N2 N2_Be1 the object of the relative clause Rels1 the N3 Vt2., N2 N3 Vt2,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3', 'N2_Be1']",the nurse thanked the photojournalist that the programmers mentioned .,the programmers mentioned the photojournalist .,the photojournalist is the object of the relative clause that the programmers mentioned .,photojournalist programmers mentioned
