pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the lyricist by the sculptor advised the technician .,the lyricist advised the technician .,the lyricist by the sculptor is still the lyricist .,,,,,,,,,,,,,,
1,entailment,the technicians near the singer offended the counselors .,the technicians offended the counselors .,the technicians near the singer are still the technicians .,,,,,,,,,,,,,,
2,entailment,the artist behind the lyricist admired the technologists .,the artist admired the technologists .,the artist behind the lyricist is still the artist .,,,,,,,,,,,,,,
3,entailment,the penciller next to the engineer called the singer .,the penciller called the singer .,the penciller next to the engineer is still the penciller .,,,,,,,,,,,,,,
4,entailment,the sculptors in front of the illustrators thanked the athlete .,the sculptors thanked the athlete .,the sculptors in front of the illustrators are still the sculptors .,,,,,,,,,,,,,,
5,entailment,the analyst near the writers offended the engineers .,the analyst offended the engineers .,the analyst near the writers is still the analyst .,,,,,,,,,,,,,,
6,entailment,the engineer next to the pencillers thanked the writers .,the engineer thanked the writers .,the engineer next to the pencillers is still the engineer .,,,,,,,,,,,,,,
7,entailment,the psychologists next to the sculptors called the engineer .,the psychologists called the engineer .,the psychologists next to the sculptors are still the psychologists .,,,,,,,,,,,,,,
160,entailment,the illustrator that smiled called the artists .,the illustrator called the artists .,the illustrator that smiled is still the illustrator .,,,,,,,,,,,,,,
161,entailment,the technologist who performed called the actors .,the technologist called the actors .,the technologist who performed is still the technologist .,,,,,,,,,,,,,,
162,entailment,the photographers that laughed admired the baker .,the photographers admired the baker .,the photographers that laughed are still the photographers .,,,,,,,,,,,,,,
163,entailment,the manager that continued supported the counselors .,the manager supported the counselors .,the manager that continued is still the manager .,,,,,,,,,,,,,,
164,entailment,the baker that sat found the technician .,the baker found the technician .,the baker that sat is still the baker .,,,,,,,,,,,,,,
165,entailment,the student that shouted advised the penciller .,the student advised the penciller .,the student that shouted is still the student .,,,,,,,,,,,,,,
166,entailment,the managers that yelled supported the photographers .,the managers supported the photographers .,the managers that yelled are still the managers .,,,,,,,,,,,,,,
167,entailment,the psychotherapist that smiled affected the photographer .,the psychotherapist affected the photographer .,the psychotherapist that smiled is still the psychotherapist .,,,,,,,,,,,,,,
320,entailment,the planners who the technologists contacted advised the senator .,the planners advised the senator .,the planners who the technologists contacted are still the planners .,,,,,,,,,,,,,,
321,entailment,the students who the counselors advised contacted the actor .,the students contacted the actor .,the students who the counselors advised are still the students .,,,,,,,,,,,,,,
322,entailment,the technologist that the athlete affected supported the artists .,the technologist supported the artists .,the technologist that the athlete affected is still the technologist .,,,,,,,,,,,,,,
323,entailment,the singers who the photographer admired thanked the presidents .,the singers thanked the presidents .,the singers who the photographer admired are still the singers .,,,,,,,,,,,,,,
324,entailment,the programmer that the lyricist thanked advised the psychologists .,the programmer advised the psychologists .,the programmer that the lyricist thanked is still the programmer .,,,,,,,,,,,,,,
325,entailment,the athlete who the photographer contacted supported the baker .,the athlete supported the baker .,the athlete who the photographer contacted is still the athlete .,,,,,,,,,,,,,,
326,entailment,the psychotherapist who the writer contacted called the technologists .,the psychotherapist called the technologists .,the psychotherapist who the writer contacted is still the psychotherapist .,,,,,,,,,,,,,,
327,entailment,the writers that the analysts introduced offended the engineers .,the writers offended the engineers .,the writers that the analysts introduced are still the writers .,,,,,,,,,,,,,,
480,entailment,the actors who admired the athletes mentioned the engineers .,the actors mentioned the engineers .,the actors who admired the athletes are still the actors .,,,,,,,,,,,,,,
481,entailment,the manager that thanked the photographers affected the stylist .,the manager affected the stylist .,the manager that thanked the photographers is still the manager .,,,,,,,,,,,,,,
482,entailment,the bakers that affected the senators thanked the singer .,the bakers thanked the singer .,the bakers that affected the senators are still the bakers .,,,,,,,,,,,,,,
483,entailment,the planners that found the psychologist supported the artist .,the planners supported the artist .,the planners that found the psychologist are still the planners .,,,,,,,,,,,,,,
484,entailment,the programmer that mentioned the photographer contacted the stylists .,the programmer contacted the stylists .,the programmer that mentioned the photographer is still the programmer .,,,,,,,,,,,,,,
485,entailment,the singer who affected the sculptor contacted the psychotherapists .,the singer contacted the psychotherapists .,the singer who affected the sculptor is still the singer .,,,,,,,,,,,,,,
486,entailment,the bakers that thanked the singers supported the lyricist .,the bakers supported the lyricist .,the bakers that thanked the singers are still the bakers .,,,,,,,,,,,,,,
