guid,template_id,heuristic,template,subtemplate_id,label,premise,hypothesis,high_quality,extreme_low_quality,var_list,example_premise,example_hypotheis,example_high_quality,example_extreme_low_quality
0,0, lexical_overlap, le_around_prepositional_phrase, 0,entailment, the N1 P1 the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 P1 the N2 N1_Be1 still the N1., N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the photographers next to the potter helped the essayist .,the photographers helped the essayist .,the photographers next to the potter are still the photographers .,photographers potter photographers
160,1, lexical_overlap, le_around_relative_clause, 0,entailment, the N1 Rels1 Vi1 Vt2 the N2., the N1 Vt2 the N2., the N1 Rels1 Vi1 N1_Be1 still the N1., N1 Vi1 N1,"['N1', 'Rels1', 'Vi1', 'Vt2', 'N2', 'N1_Be1']",the essayists that agreed admired the animators .,the essayists admired the animators .,the essayists that agreed are still the essayists .,essayists agreed essayists
320,2, lexical_overlap, le_around_relative_clause, 1,entailment, the N1 Rels1 the N2 Vt1 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 the N2 Vt1 N1_Be1 still the N1., N1 N2 Vt1 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the photographer who the artists supported thanked the engineers .,the photographer thanked the engineers .,the photographer who the artists supported is still the photographer .,photographer artists supported photographer
480,3, lexical_overlap, le_around_relative_clause, 2,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt2 the N3., the N1 Rels1 Vt1 the N2 N1_Be1 still the N1., N1 Vt1 N2 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the therapist that saw the illustrator thanked the photographer .,the therapist thanked the photographer .,the therapist that saw the illustrator is still the therapist .,therapist saw illustrator therapist
640,4, lexical_overlap, le_conjunction, 0,entailment, the N1 and the N2 Vt1 the N3., the N1 Vt1 the N3., the N1 N1_Be1 part of the N1 and the N2., N1 N1 N2,"['N1', 'Vt1', 'N2', 'N3', 'N1_Be1']",the officer and the baker addressed the engineers .,the officer addressed the engineers .,the officer is part of the officer and the baker .,officer officer baker
800,5, lexical_overlap, le_conjunction, 1,entailment, the N1 Vt1 the N2 and the N3., the N1 Vt1 the N3., the N3 N3_Be1 part of the N2 and the N3., N3 N2 N3,"['N1', 'Vt1', 'N2', 'N3', 'N3_Be1']",the essayist offended the technician and the directors .,the essayist offended the directors .,the directors are part of the technician and the directors .,directors technician directors
960,6, lexical_overlap, le_passive, 0,entailment, the Ns1 was Vt1 by the N2., the N2 Vt1 the Ns1.,"Vt1 is the active form of was Vt1 by , so we swap the Ns1 and the N2 .", Vt1 Vt1 Ns1 N2,"['Ns1', 'Vt1', 'N2']",the technician was offended by the psychiatrists .,the psychiatrists offended the technician .,"offended is the active form of was offended by , so we swap the technician and the psychiatrists .",offended offended technician psychiatrists
1120,7, lexical_overlap, le_passive, 1,entailment, the Np1 were Vt1 by the N2., the N2 Vt1 the Np1.,"Vt1 is the active form of was Vt1 by , so we swap the Np1 and the N2.", Vt1 Vt1 Np1 N2,"['Np1', 'Vt1', 'N2']",the engineers were advised by the photographers .,the photographers advised the engineers .,"advised is the active form of was advised by , so we swap the engineers and the photographers .",advised advised engineers photographers
1440,9, lexical_overlap, le_relative_clause, 1,entailment, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N1 Vt1 the N2., Rels1 in Rels1 Vt1 the N2 refers to the N1., Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the animator that advised the technicians helped the doctor .,the animator advised the technicians .,that in that advised the technicians refers to the animator .,advised technicians animator
1760,11, lexical_overlap, le_relative_clause, 3,entailment, the N1 Vt1 the N2 Rels1 the N3 Vt2., the N3 Vt2 the N2., the N2 N2_Be1 the object of the relative clause Rels1 the N3 Vt2., N2 N3 Vt2,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3', 'N2_Be1']",the stylists brought the director who the essayist admired .,the essayist admired the director .,the director is the object of the relative clause who the essayist admired .,director essayist admired
1920,12, lexical_overlap, ln_preposition, 0,neutral, the N1 P1 the N2 Vt1 the N3., the N2 Vt1 the N1.,"the N1 Vt1 the N3 and the N1 N1_Be1 P1 the N2 , we do not know whether the N2 Vt1 the N1.", N1 Vt1 N3 N1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the psychologists in front of the technologist saw the tourists .,the technologist saw the psychologists .,"the psychologists saw the tourists and the psychologists are in front of the technologist , we do not know whether the technologist saw the psychologists .",psychologists saw tourists psychologists technologist not know technologist saw psychologists
2080,13, lexical_overlap, ln_preposition, 1,neutral, the N1 P1 the N2 Vt1 the N3., the N3 Vt1 the N1.,"the N1 Vt1 the N3 , we do not know whether the N3 Vt1 the N1.", N1 Vt1 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the therapists in front of the artist deceived the counselor .,the counselor deceived the therapists .,"the therapists deceived the counselor , we do not know whether the counselor deceived the therapists .",therapists deceived counselor not know counselor deceived therapists
2400,15, lexical_overlap, ln_preposition, 3,neutral, the N1 Vt1 the N2 P1 the N3., the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.", N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the essayists helped the engineers next to the potter .,the engineers helped the essayists .,"the essayists helped the engineers , we do not know whether the engineers helped the essayists .",essayists helped engineers not know engineers helped essayists
2560,16, lexical_overlap, ln_preposition, 4,neutral, the N1 Vt1 the N2 P1 the N3., the N2 Vt1 the N3.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N2 Vt1 the N3.", N1 Vt1 N2 N2 N3 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the director helped the administrator near the dancer .,the administrator helped the dancer .,"the director helped the administrator and the administrator is near the dancer , we do not know whether the administrator helped the dancer .",director helped administrator administrator dancer not know administrator helped dancer
2720,17, lexical_overlap, ln_preposition, 5,neutral, the N1 Vt1 the N2 P1 the N3., the N3 Vt1 the N1.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N3 Vt1 the N1.", N1 Vt1 N2 N2 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the psychologists needed the illustrators behind the administrator .,the administrator needed the psychologists .,"the psychologists needed the illustrators and the illustrators are behind the administrator , we do not know whether the administrator needed the psychologists .",psychologists needed illustrators illustrators administrator not know administrator needed psychologists
2880,18, lexical_overlap, ln_relative_clause, 0,neutral, the N1 Rels1 the N2 Vt1 Vt2 the N3., the N2 Vt2 the N1.,"Rels1 in Rels1 the N2 Vt1 refers to the N1 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.", N2 Vt1 N1 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the animators who the photographer helped supported the penciller .,the photographer supported the animators .,"who in who the photographer helped refers to the animators and the animators supported the penciller , we do not know whether the photographer supported the animators .",photographer helped animators animators supported penciller not know photographer supported animators
3040,19, lexical_overlap, ln_relative_clause, 1,neutral, the N1 Rels1 the N2 Vt1 Vt2 the N3., the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.", N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the counselor who the writers supported addressed the technicians .,the technicians addressed the counselor .,"the counselor addressed the technicians , we do not know whether the technicians addressed the counselor .",counselor addressed technicians not know technicians addressed counselor
3360,21, lexical_overlap, ln_relative_clause, 3,neutral, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N2 Vt2 the N1.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.", N1 Vt1 N2 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the dancer that thanked the illustrators supported the writer .,the illustrators supported the dancer .,"the dancer is the subject of the relative clause that thanked the illustrators and the dancer supported the writer , we do not know whether the illustrators supported the dancer .",dancer thanked illustrators dancer supported writer not know illustrators supported dancer
3520,22, lexical_overlap, ln_relative_clause, 4,neutral, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.", N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the president that deceived the writers helped the photographer .,the photographer helped the president .,"the president helped the photographer , we do not know whether the photographer helped the president .",president helped photographer not know photographer helped president
3680,23, lexical_overlap, ln_relative_clause, 5,neutral, the N1 Rels1 Vt1 the N2 Vt2 the N3., the N3 Vt2 the N2.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N2.", N1 Vt1 N2 N1 Vt2 N3 not know N3 Vt2 N2,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the artists that needed the photographers offended the therapist .,the therapist offended the photographers .,"the artists are the subject of the relative clause that needed the photographers and the artists offended the therapist , we do not know whether the therapist offended the photographers .",artists needed photographers artists offended therapist not know therapist offended photographers
3840,24, lexical_overlap, ln_relative_clause, 6,neutral, the N1 Vt1 the N2 Rels1 Vt2 the N3., the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.", N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the technologists deceived the potters that offended the tourists .,the potters deceived the technologists .,"the technologists deceived the potters , we do not know whether the potters deceived the technologists .",technologists deceived potters not know potters deceived technologists
4000,25, lexical_overlap, ln_relative_clause, 7,neutral, the N1 Vt1 the N2 Rels1 Vt2 the N3., the N2 Vt1 the N3.,"the N2 N2_Be1 the subject of the relative clause Rels1 Vt2 the N3 and the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N3.", N2 Vt2 N3 N1 Vt1 N2 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the tourists addressed the potters who offended the technicians .,the potters addressed the technicians .,"the potters are the subject of the relative clause who offended the technicians and the tourists addressed the potters , we do not know whether the potters addressed the technicians .",potters offended technicians tourists addressed potters not know potters addressed technicians
4160,26, lexical_overlap, ln_relative_clause, 8,neutral, the N1 Vt1 the N2 Rels1 Vt2 the N3., the N3 Vt1 the N1.,"the N2 N2_Be1 the subject of the relative clause Rels1 Vt2 the N3 and the N1 Vt1 the N2 , we do not know whether the N3 Vt1 the N1.", N2 Vt2 N3 N1 Vt1 N2 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the photographer addressed the writer who deceived the pencillers .,the pencillers addressed the photographer .,"the writer is the subject of the relative clause who deceived the pencillers and the photographer addressed the writer , we do not know whether the pencillers addressed the photographer .",writer deceived pencillers photographer addressed writer not know pencillers addressed photographer
4320,27, lexical_overlap, ln_relative_clause, 9,neutral, the N1 Vt1 the N2 Rels1 the N3 Vt2., the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.", N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the psychologists addressed the psychiatrist that the bakers supported .,the psychiatrist addressed the psychologists .,"the psychologists addressed the psychiatrist , we do not know whether the psychiatrist addressed the psychologists .",psychologists addressed psychiatrist not know psychiatrist addressed psychologists
4480,28, lexical_overlap, ln_relative_clause, 10,neutral, the N1 Vt1 the N2 Rels1 the N3 Vt2., the N2 Vt1 the N3.,"the N2 N2_Be1 the object of the relative clause Rels1 the N3 Vt2 and the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N3.", N2 N3 Vt2 N1 Vt1 N2 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the therapists admired the technicians who the potters thanked .,the technicians admired the potters .,"the technicians are the object of the relative clause who the potters thanked and the therapists admired the technicians , we do not know whether the technicians admired the potters .",technicians potters thanked therapists admired technicians not know technicians admired potters
