pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the photographers next to the potter helped the essayist .,the photographers helped the essayist .,photographers potter photographers,,,,,,,,,,,,,,
1,entailment,the actors by the engineers supported the pencillers .,the actors supported the pencillers .,actors engineers actors,,,,,,,,,,,,,,
2,entailment,the counselors next to the artist advised the administrators .,the counselors advised the administrators .,counselors artist counselors,,,,,,,,,,,,,,
3,entailment,the psychiatrists next to the illustrators admired the animators .,the psychiatrists admired the animators .,psychiatrists illustrators psychiatrists,,,,,,,,,,,,,,
4,entailment,the presidents in front of the artist brought the actor .,the presidents brought the actor .,presidents artist presidents,,,,,,,,,,,,,,
5,entailment,the psychologist behind the dancer addressed the animator .,the psychologist addressed the animator .,psychologist dancer psychologist,,,,,,,,,,,,,,
6,entailment,the strategists behind the baker thanked the presidents .,the strategists thanked the presidents .,strategists baker strategists,,,,,,,,,,,,,,
7,entailment,the president near the officers addressed the illustrators .,the president addressed the illustrators .,president officers president,,,,,,,,,,,,,,
160,entailment,the essayists that agreed admired the animators .,the essayists admired the animators .,essayists agreed essayists,,,,,,,,,,,,,,
161,entailment,the stylists who waited addressed the baker .,the stylists addressed the baker .,stylists waited stylists,,,,,,,,,,,,,,
162,entailment,the animator that waited addressed the engineer .,the animator addressed the engineer .,animator waited animator,,,,,,,,,,,,,,
163,entailment,the bakers who waited needed the president .,the bakers needed the president .,bakers waited bakers,,,,,,,,,,,,,,
164,entailment,the tourists that appeared admired the essayist .,the tourists admired the essayist .,tourists appeared tourists,,,,,,,,,,,,,,
165,entailment,the stylist that continued thanked the baker .,the stylist thanked the baker .,stylist continued stylist,,,,,,,,,,,,,,
166,entailment,the counselors that grew addressed the president .,the counselors addressed the president .,counselors grew counselors,,,,,,,,,,,,,,
167,entailment,the dancer that ran advised the tourist .,the dancer advised the tourist .,dancer ran dancer,,,,,,,,,,,,,,
320,entailment,the photographer who the artists supported thanked the engineers .,the photographer thanked the engineers .,photographer artists supported photographer,,,,,,,,,,,,,,
