pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the potters next to the directors avoided the essayist .,the potters avoided the essayist .,the potters next to the directors are still the potters .,,,,,,,,,,,,,,
1,entailment,the scientist by the stylist supported the colorists .,the scientist supported the colorists .,the scientist by the stylist is still the scientist .,,,,,,,,,,,,,,
2,entailment,the psychiatrist next to the directors found the dancers .,the psychiatrist found the dancers .,the psychiatrist next to the directors is still the psychiatrist .,,,,,,,,,,,,,,
3,entailment,the director by the scientist supported the writers .,the director supported the writers .,the director by the scientist is still the director .,,,,,,,,,,,,,,
4,entailment,the bankers by the potter introduced the senator .,the bankers introduced the senator .,the bankers by the potter are still the bankers .,,,,,,,,,,,,,,
5,entailment,the senators by the chaplains avoided the illustrators .,the senators avoided the illustrators .,the senators by the chaplains are still the senators .,,,,,,,,,,,,,,
6,entailment,the actor next to the professors thanked the musicians .,the actor thanked the musicians .,the actor next to the professors is still the actor .,,,,,,,,,,,,,,
7,entailment,the programmers by the actor supported the stylist .,the programmers supported the stylist .,the programmers by the actor are still the programmers .,,,,,,,,,,,,,,
8,entailment,the scientists by the stylists saw the director .,the scientists saw the director .,the scientists by the stylists are still the scientists .,,,,,,,,,,,,,,
9,entailment,the psychiatrists by the illustrators thanked the tourist .,the psychiatrists thanked the tourist .,the psychiatrists by the illustrators are still the psychiatrists .,,,,,,,,,,,,,,
10,entailment,the musicians next to the artisans offended the officers .,the musicians offended the officers .,the musicians next to the artisans are still the musicians .,,,,,,,,,,,,,,
11,entailment,the professor next to the senators found the planner .,the professor found the planner .,the professor next to the senators is still the professor .,,,,,,,,,,,,,,
12,entailment,the potter by the directors avoided the doctor .,the potter avoided the doctor .,the potter by the directors is still the potter .,,,,,,,,,,,,,,
