pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
0,entailment,the artisans next to the colorist addressed the scientist .,the artisans addressed the scientist .,,,,,,,,,,,,,,,
160,entailment,the musician who grew thanked the stylist .,the musician thanked the stylist .,,,,,,,,,,,,,,,
320,entailment,the worker who the essayists offended expected the strategist .,the worker expected the strategist .,,,,,,,,,,,,,,,
640,entailment,the illustrator and the programmer encouraged the engineer .,the illustrator encouraged the engineer .,,,,,,,,,,,,,,,
800,entailment,the technician helped the presidents and the analyst .,the technician helped the analyst .,,,,,,,,,,,,,,,
960,entailment,the technician was advised by the scientists .,the scientists advised the technician .,,,,,,,,,,,,,,,
1120,entailment,the stylists were affected by the presidents .,the presidents affected the stylists .,,,,,,,,,,,,,,,
1280,entailment,the scientist who the strategists offended brought the colorist .,the strategists offended the scientist .,,,,,,,,,,,,,,,
1440,entailment,the animator who affected the planner offended the engineer .,the animator affected the planner .,,,,,,,,,,,,,,,
1600,entailment,the writers affected the colorist that expected the programmers .,the colorist expected the programmers .,,,,,,,,,,,,,,,
1920,neutral,the programmer in front of the designers advised the essayists .,the designers advised the programmer .,,,,,,,,,,,,,,,
2720,neutral,the colorists saw the artisan near the stylist .,the stylist saw the colorists .,,,,,,,,,,,,,,,
2880,neutral,the technicians that the musician affected expected the engineer .,the musician expected the technicians .,,,,,,,,,,,,,,,
3360,neutral,the strategists who offended the photojournalist saw the psychotherapists .,the photojournalist saw the strategists .,,,,,,,,,,,,,,,
3520,neutral,the director who thanked the officers encouraged the artist .,the artist encouraged the director .,,,,,,,,,,,,,,,
3680,neutral,the stylists that addressed the psychiatrist expected the baker .,the baker expected the psychiatrist .,,,,,,,,,,,,,,,
3840,neutral,the scientists offended the worker that encouraged the psychologists .,the worker offended the scientists .,,,,,,,,,,,,,,,
4000,neutral,the psychologist avoided the animator that advised the director .,the animator avoided the director .,,,,,,,,,,,,,,,
4160,neutral,the planner advised the scientists who brought the analyst .,the analyst advised the planner .,,,,,,,,,,,,,,,
4320,neutral,the officers addressed the technician that the workers affected .,the technician addressed the officers .,,,,,,,,,,,,,,,
4640,neutral,the illustrator avoided the presidents who the designers thanked .,the designers avoided the illustrator .,,,,,,,,,,,,,,,
4800,neutral,the writer was advised by the strategist .,the writer advised the strategist .,,,,,,,,,,,,,,,
5120,neutral,the technician and the designers advised the essayist .,the technician advised the designers .,,,,,,,,,,,,,,,
5280,neutral,the bakers and the technician expected the designer .,the technician expected the bakers .,,,,,,,,,,,,,,,
5440,neutral,the worker helped the analyst and the illustrator .,the analyst helped the illustrator .,,,,,,,,,,,,,,,
5760,neutral,the designers brought the animator .,the animator brought the designers .,,,,,,,,,,,,,,,
5920,entailment,young writers lay .,writers lay .,,,,,,,,,,,,,,,
6080,entailment,agreeable scientists avoided the musician .,scientists avoided the musician .,,,,,,,,,,,,,,,
6400,entailment,the artist affected the psychologists that grew .,the artist affected the psychologists .,,,,,,,,,,,,,,,
6560,entailment,the planners advised the manager who the colorist encouraged .,the planners advised the manager .,,,,,,,,,,,,,,,
6720,entailment,the presidents helped the essayist who expected the artisans .,the presidents helped the essayist .,,,,,,,,,,,,,,,
6880,entailment,the scientists encouraged the analyst in front of the artist .,the scientists encouraged the analyst .,,,,,,,,,,,,,,,
7360,entailment,the engineer thanked the technician and the illustrators .,the engineer thanked the technician .,,,,,,,,,,,,,,,
7520,neutral,the psychologist behind the designers lay .,the designers lay .,,,,,,,,,,,,,,,
7680,neutral,the illustrators next to the scientists helped the technicians .,the scientists helped the technicians .,,,,,,,,,,,,,,,
8000,neutral,the writers that offended the bakers encouraged the planner .,the bakers encouraged the planner .,,,,,,,,,,,,,,,
8160,neutral,the artisans studied in the school performed .,the artisans studied in the school .,,,,,,,,,,,,,,,
8320,neutral,the presidents investigated in the museum affected the planners .,the presidents investigated in the museum .,,,,,,,,,,,,,,,
8480,neutral,the illustrators expected the strategists presented in the school .,the strategists presented in the school .,,,,,,,,,,,,,,,
8640,neutral,"when the engineer fought , the scientists agreed .",the engineer fought the scientists .,,,,,,,,,,,,,,,
8800,neutral,"while the programmers stopped , the technician addressed the essayist .",the programmers stopped the technician .,,,,,,,,,,,,,,,
8960,neutral,the essayist heard the psychotherapists talked .,the essayist heard the psychotherapists .,,,,,,,,,,,,,,,
9120,neutral,the strategists knew the planner thanked the colorist .,the strategists knew the planner .,,,,,,,,,,,,,,,
9280,entailment,"after the artists performed , the programmer agreed .",the programmer agreed .,,,,,,,,,,,,,,,
9440,entailment,"though the animator saw the artisan , the programmer talked .",the programmer talked .,,,,,,,,,,,,,,,
9600,entailment,"while the colorist performed , the managers avoided the photojournalists .",the managers avoided the photojournalists .,,,,,,,,,,,,,,,
9760,entailment,"since the essayist expected the technician , the psychiatrists saw the animator .",the psychiatrists saw the animator .,,,,,,,,,,,,,,,
10080,entailment,"in case the colorist brought the engineer , the strategist existed .",the strategist existed .,,,,,,,,,,,,,,,
10240,entailment,"in case the analysts agreed , the psychologist saw the officers .",the psychologist saw the officers .,,,,,,,,,,,,,,,
10400,entailment,"in case the president helped the illustrators , the bakers advised the psychologist .",the bakers advised the psychologist .,,,,,,,,,,,,,,,
10560,entailment,"whether or not the director continued , the artisan listened .",the artisan listened .,,,,,,,,,,,,,,,
10720,entailment,"whether or not the designers helped the scientist , the planner agreed .",the planner agreed .,,,,,,,,,,,,,,,
10880,entailment,"whether or not the psychologist panicked , the worker offended the writer .",the worker offended the writer .,,,,,,,,,,,,,,,
11040,entailment,"whether or not the artisan avoided the writer , the stylists advised the designer .",the stylists advised the designer .,,,,,,,,,,,,,,,
11200,entailment,the strategists knew that the musician grew .,the musician grew .,,,,,,,,,,,,,,,
11360,entailment,the designer learned that the colorist encouraged the artisan .,the colorist encouraged the artisan .,,,,,,,,,,,,,,,
11520,entailment,"the psychotherapist talked , and the stylist ran .",the psychotherapist talked .,,,,,,,,,,,,,,,
11840,entailment,"the illustrator thanked the programmer , and the scientist lay .",the illustrator thanked the programmer .,,,,,,,,,,,,,,,
12000,entailment,"the writers affected the artist , and the scientists brought the photojournalist .",the writers affected the artist .,,,,,,,,,,,,,,,
12160,entailment,"the bakers smiled , and the photojournalist performed .",the photojournalist performed .,,,,,,,,,,,,,,,
12320,entailment,"the designers existed , and the scientist affected the technicians .",the scientist affected the technicians .,,,,,,,,,,,,,,,
12480,entailment,"the presidents expected the artisan , and the essayist ran .",the essayist ran .,,,,,,,,,,,,,,,
12800,entailment,certainly the artist talked .,the artist talked .,,,,,,,,,,,,,,,
12960,entailment,suddenly the illustrator expected the psychologists .,the illustrator expected the psychologists .,,,,,,,,,,,,,,,
13120,entailment,without a doubt the musicians ran .,the musicians ran .,,,,,,,,,,,,,,,
13280,entailment,without a doubt the scientists helped the analysts .,the scientists helped the analysts .,,,,,,,,,,,,,,,
13440,entailment,of course the worker lay .,the worker lay .,,,,,,,,,,,,,,,
13600,entailment,of course the bakers expected the analysts .,the bakers expected the analysts .,,,,,,,,,,,,,,,
13760,entailment,"after the technician continued , the worker existed .",the technician continued .,,,,,,,,,,,,,,,
13920,entailment,"though the director existed , the officer encouraged the designers .",the director existed .,,,,,,,,,,,,,,,
14080,entailment,"because the officers offended the analysts , the stylists talked .",the officers offended the analysts .,,,,,,,,,,,,,,,
14240,entailment,"before the worker saw the directors , the stylist affected the colorists .",the worker saw the directors .,,,,,,,,,,,,,,,
14400,neutral,"if the photojournalist listened , the psychiatrist lay .",the psychiatrist lay .,,,,,,,,,,,,,,,
14560,neutral,"unless the scientist existed , the directors offended the musician .",the directors offended the musician .,,,,,,,,,,,,,,,
14720,neutral,"if the analysts affected the designer , the bakers ran .",the bakers ran .,,,,,,,,,,,,,,,
14880,neutral,"unless the essayists helped the designer , the colorist expected the musician .",the colorist expected the musician .,,,,,,,,,,,,,,,
15520,neutral,"the programmer voted , or the strategist brought the engineer .",the programmer voted .,,,,,,,,,,,,,,,
15840,neutral,"the president advised the artist , or the essayists helped the baker .",the president advised the artist .,,,,,,,,,,,,,,,
16160,neutral,"the animator agreed , or the director offended the stylist .",the director offended the stylist .,,,,,,,,,,,,,,,
16320,neutral,"the colorists brought the essayist , or the animators existed .",the animators existed .,,,,,,,,,,,,,,,
16480,neutral,"the psychologists brought the animator , or the photojournalist thanked the strategists .",the photojournalist thanked the strategists .,,,,,,,,,,,,,,,
16640,neutral,supposedly the programmers performed .,the programmers performed .,,,,,,,,,,,,,,,
16800,neutral,probably the artist advised the stylist .,the artist advised the stylist .,,,,,,,,,,,,,,,
16960,neutral,"unless the animators voted , the stylists talked .",the animators voted .,,,,,,,,,,,,,,,
17120,neutral,"if the animator continued , the artists helped the analysts .",the animator continued .,,,,,,,,,,,,,,,
17280,neutral,"if the stylist thanked the director , the engineer panicked .",the stylist thanked the director .,,,,,,,,,,,,,,,
17440,neutral,"if the designers expected the illustrators , the manager saw the scientist .",the designers expected the illustrators .,,,,,,,,,,,,,,,
17600,neutral,"whether or not the technicians smiled , the bakers panicked .",the technicians smiled .,,,,,,,,,,,,,,,
17920,neutral,"whether or not the musician offended the animator , the planner smiled .",the musician offended the animator .,,,,,,,,,,,,,,,
