pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
160,entailment,the dancer that continued affected the author .,the dancer affected the author .,,,,,,,,,,,,,,,
320,entailment,the colorist who the programmers found encouraged the chaplain .,the colorist encouraged the chaplain .,,,,,,,,,,,,,,,
480,entailment,the director who thanked the photographer saw the dancer .,the director saw the dancer .,,,,,,,,,,,,,,,
640,entailment,the nurses and the artists saw the officers .,the nurses saw the officers .,,,,,,,,,,,,,,,
800,entailment,the animators recognized the architects and the artists .,the animators recognized the artists .,,,,,,,,,,,,,,,
960,entailment,the psychiatrist was thanked by the senator .,the senator thanked the psychiatrist .,,,,,,,,,,,,,,,
1120,entailment,the essayists were saw by the officer .,the officer saw the essayists .,,,,,,,,,,,,,,,
1280,entailment,the dancer that the stylist deceived recognized the judge .,the stylist deceived the dancer .,,,,,,,,,,,,,,,
1440,entailment,the judges that encouraged the artist offended the officers .,the judges encouraged the artist .,,,,,,,,,,,,,,,
1600,entailment,the animators saw the strategists that encouraged the essayist .,the strategists encouraged the essayist .,,,,,,,,,,,,,,,
1760,entailment,the professors thanked the artist that the architects offended .,the architects offended the artist .,,,,,,,,,,,,,,,
1920,neutral,the director near the officers helped the nurse .,the officers helped the director .,,,,,,,,,,,,,,,
2080,neutral,the strategists behind the judges encouraged the officers .,the officers encouraged the strategists .,,,,,,,,,,,,,,,
2240,neutral,the stylist next to the technician encouraged the analysts .,the analysts encouraged the technician .,,,,,,,,,,,,,,,
2400,neutral,the student supported the technician next to the analysts .,the technician supported the student .,,,,,,,,,,,,,,,
2560,neutral,the technician supported the students by the psychotherapists .,the students supported the psychotherapists .,,,,,,,,,,,,,,,
2720,neutral,the director deceived the senator by the technicians .,the technicians deceived the director .,,,,,,,,,,,,,,,
2880,neutral,the architects that the officers supported found the students .,the officers found the architects .,,,,,,,,,,,,,,,
3040,neutral,the professors that the dancer encouraged saw the animator .,the animator saw the professors .,,,,,,,,,,,,,,,
3200,neutral,the psychotherapists that the architect found encouraged the director .,the director found the architect .,,,,,,,,,,,,,,,
3360,neutral,the architect that found the directors encouraged the essayist .,the directors encouraged the architect .,,,,,,,,,,,,,,,
3520,neutral,the technician that offended the professors helped the senators .,the senators helped the technician .,,,,,,,,,,,,,,,
3680,neutral,the stylists that recognized the counselors encouraged the psychiatrist .,the psychiatrist encouraged the counselors .,,,,,,,,,,,,,,,
3840,neutral,the psychotherapist helped the student who thanked the programmers .,the student helped the psychotherapist .,,,,,,,,,,,,,,,
4000,neutral,the animator saw the programmer who encouraged the psychiatrist .,the programmer saw the psychiatrist .,,,,,,,,,,,,,,,
4160,neutral,the architect deceived the judge who saw the programmers .,the programmers deceived the architect .,,,,,,,,,,,,,,,
4320,neutral,the technologist affected the artists who the psychotherapists supported .,the artists affected the technologist .,,,,,,,,,,,,,,,
4480,neutral,the stylists found the technician that the judge affected .,the technician found the judge .,,,,,,,,,,,,,,,
4960,neutral,the senators were deceived by the animators .,the senators deceived the animators .,,,,,,,,,,,,,,,
5120,neutral,the artist and the programmer affected the student .,the artist affected the programmer .,,,,,,,,,,,,,,,
5280,neutral,the directors and the psychotherapists recognized the stylists .,the psychotherapists recognized the directors .,,,,,,,,,,,,,,,
5440,neutral,the nurse found the dancers and the photographer .,the dancers found the photographer .,,,,,,,,,,,,,,,
5600,neutral,the judge offended the photographer and the dancer .,the dancer offended the photographer .,,,,,,,,,,,,,,,
5760,neutral,the nurse saw the student .,the student saw the nurse .,,,,,,,,,,,,,,,
5920,entailment,obedient artists panicked .,artists panicked .,,,,,,,,,,,,,,,
6240,entailment,the professor explored the town .,the professor explored .,,,,,,,,,,,,,,,
6400,entailment,the judge admired the artists who continued .,the judge admired the artists .,,,,,,,,,,,,,,,
6560,entailment,the authors affected the analysts that the directors helped .,the authors affected the analysts .,,,,,,,,,,,,,,,
6880,entailment,the technicians admired the chaplain near the psychiatrists .,the technicians admired the chaplain .,,,,,,,,,,,,,,,
7040,entailment,the chaplains and the artists slept .,the artists slept .,,,,,,,,,,,,,,,
7200,entailment,the architect and the animators encouraged the counselors .,the animators encouraged the counselors .,,,,,,,,,,,,,,,
7360,entailment,the analyst encouraged the psychiatrist and the technicians .,the analyst encouraged the psychiatrist .,,,,,,,,,,,,,,,
7680,neutral,the counselor by the programmers thanked the chaplain .,the programmers thanked the chaplain .,,,,,,,,,,,,,,,
7840,neutral,the animator who admired the director continued .,the director continued .,,,,,,,,,,,,,,,
8160,neutral,the technologists paid in the school shouted .,the technologists paid in the school .,,,,,,,,,,,,,,,
8320,neutral,the programmer paid in the laboratory deceived the colorist .,the programmer paid in the laboratory .,,,,,,,,,,,,,,,
8480,neutral,the artist affected the photographers investigated in the school .,the photographers investigated in the school .,,,,,,,,,,,,,,,
8640,neutral,"before the analyst stopped , the author listened .",the analyst stopped the author .,,,,,,,,,,,,,,,
8800,neutral,"before the essayist studied , the photographers supported the artists .",the essayist studied the photographers .,,,,,,,,,,,,,,,
8960,neutral,the authors believed the senator shouted .,the authors believed the senator .,,,,,,,,,,,,,,,
9120,neutral,the judge believed the essayists thanked the nurses .,the judge believed the essayists .,,,,,,,,,,,,,,,
9280,entailment,"though the animators arrived , the senators yelled .",the senators yelled .,,,,,,,,,,,,,,,
9440,entailment,"although the psychotherapists helped the artists , the judge listened .",the judge listened .,,,,,,,,,,,,,,,
9760,entailment,"although the artists saw the counselors , the nurses deceived the officers .",the nurses deceived the officers .,,,,,,,,,,,,,,,
9920,entailment,"in case the architect smiled , the professor arrived .",the professor arrived .,,,,,,,,,,,,,,,
10080,entailment,"in case the architects deceived the colorists , the author arrived .",the author arrived .,,,,,,,,,,,,,,,
10240,entailment,"in case the officer voted , the stylists offended the artists .",the stylists offended the artists .,,,,,,,,,,,,,,,
10560,entailment,"whether or not the photographers listened , the essayists shouted .",the essayists shouted .,,,,,,,,,,,,,,,
10720,entailment,"whether or not the psychiatrists admired the authors , the judge slept .",the judge slept .,,,,,,,,,,,,,,,
10880,entailment,"whether or not the chaplains continued , the essayists thanked the counselor .",the essayists thanked the counselor .,,,,,,,,,,,,,,,
11360,entailment,the students learned that the nurse encouraged the senators .,the nurse encouraged the senators .,,,,,,,,,,,,,,,
11520,entailment,"the nurse voted , and the psychotherapist cried .",the nurse voted .,,,,,,,,,,,,,,,
11680,entailment,"the directors panicked , and the psychotherapists supported the professors .",the directors panicked .,,,,,,,,,,,,,,,
12000,entailment,"the professor supported the stylists , and the author offended the essayists .",the professor supported the stylists .,,,,,,,,,,,,,,,
12160,entailment,"the strategist panicked , and the psychiatrists yelled .",the psychiatrists yelled .,,,,,,,,,,,,,,,
12320,entailment,"the musicians grew , and the psychiatrist deceived the judge .",the psychiatrist deceived the judge .,,,,,,,,,,,,,,,
12480,entailment,"the nurse helped the psychotherapist , and the officers grew .",the officers grew .,,,,,,,,,,,,,,,
12640,entailment,"the musician admired the essayists , and the dancer deceived the officers .",the dancer deceived the officers .,,,,,,,,,,,,,,,
13280,entailment,without a doubt the author offended the nurses .,the author offended the nurses .,,,,,,,,,,,,,,,
13600,entailment,of course the animator affected the analyst .,the animator affected the analyst .,,,,,,,,,,,,,,,
13760,entailment,"since the technologists resigned , the technicians arrived .",the technologists resigned .,,,,,,,,,,,,,,,
13920,entailment,"after the dancer listened , the judges found the authors .",the dancer listened .,,,,,,,,,,,,,,,
14080,entailment,"since the programmers encouraged the dancer , the strategists panicked .",the programmers encouraged the dancer .,,,,,,,,,,,,,,,
14240,entailment,"while the psychiatrist recognized the directors , the technician offended the colorist .",the psychiatrist recognized the directors .,,,,,,,,,,,,,,,
14400,neutral,"if the chaplains continued , the officers slept .",the officers slept .,,,,,,,,,,,,,,,
14560,neutral,"unless the nurse listened , the stylists found the directors .",the stylists found the directors .,,,,,,,,,,,,,,,
15040,neutral,the director said that the senator continued .,the senator continued .,,,,,,,,,,,,,,,
15200,neutral,the judges claimed that the nurse found the musicians .,the nurse found the musicians .,,,,,,,,,,,,,,,
15360,neutral,"the student listened , or the photographer grew .",the student listened .,,,,,,,,,,,,,,,
15680,neutral,"the directors saw the colorist , or the artists grew .",the directors saw the colorist .,,,,,,,,,,,,,,,
16000,neutral,"the dancers yelled , or the technician resigned .",the technician resigned .,,,,,,,,,,,,,,,
16320,neutral,"the strategist encouraged the analyst , or the stylists smiled .",the stylists smiled .,,,,,,,,,,,,,,,
16640,neutral,probably the nurse listened .,the nurse listened .,,,,,,,,,,,,,,,
16800,neutral,maybe the professors admired the animator .,the professors admired the animator .,,,,,,,,,,,,,,,
16960,neutral,"if the psychotherapists continued , the dancers shouted .",the psychotherapists continued .,,,,,,,,,,,,,,,
17120,neutral,"if the photographer shouted , the technologists offended the artist .",the photographer shouted .,,,,,,,,,,,,,,,
17280,neutral,"if the architects deceived the authors , the artist grew .",the architects deceived the authors .,,,,,,,,,,,,,,,
17440,neutral,"unless the technician supported the colorists , the artist helped the technologist .",the technician supported the colorists .,,,,,,,,,,,,,,,
17760,neutral,"whether or not the psychiatrists slept , the students supported the programmers .",the psychiatrists slept .,,,,,,,,,,,,,,,
17920,neutral,"whether or not the animators offended the technicians , the technologists resigned .",the animators offended the technicians .,,,,,,,,,,,,,,,
18240,neutral,"in case the officer smiled , the strategists shouted .",the officer smiled .,,,,,,,,,,,,,,,
18400,neutral,"in case the programmers voted , the analysts admired the dancer .",the programmers voted .,,,,,,,,,,,,,,,
18560,neutral,"in case the essayists encouraged the psychiatrist , the photographer cried .",the essayists encouraged the psychiatrist .,,,,,,,,,,,,,,,
18720,neutral,"in case the strategist encouraged the counselors , the colorists helped the authors .",the strategist encouraged the counselors .,,,,,,,,,,,,,,,
