pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
160,entailment,the strategists who sat offended the psychotherapist .,the strategists offended the psychotherapist .,strategists sat strategists,,,,,,,,,,,,,,
320,entailment,the athletes who the dancer found needed the worker .,the athletes needed the worker .,athletes dancer found athletes,,,,,,,,,,,,,,
480,entailment,the colorists that disturbed the authors supported the counselor .,the colorists supported the counselor .,colorists disturbed authors colorists,,,,,,,,,,,,,,
640,entailment,the singers and the psychotherapists needed the programmers .,the singers needed the programmers .,singers singers psychotherapists,,,,,,,,,,,,,,
800,entailment,the author encouraged the psychologists and the nurses .,the author encouraged the nurses .,nurses psychologists nurses,,,,,,,,,,,,,,
960,entailment,the president was needed by the artisan .,the artisan needed the president .,needed needed president artisan,,,,,,,,,,,,,,
1120,entailment,the potters were found by the artisans .,the artisans found the potters .,found found potters artisans,,,,,,,,,,,,,,
1280,entailment,the athletes who the curators needed supported the strategists .,the curators needed the athletes .,curators needed athletes,,,,,,,,,,,,,,
1440,entailment,the psychologists that offended the judges encouraged the programmer .,the psychologists offended the judges .,offended judges psychologists,,,,,,,,,,,,,,
1600,entailment,the president found the architects that introduced the psychotherapists .,the architects introduced the psychotherapists .,architects introduced psychotherapists,,,,,,,,,,,,,,
1760,entailment,the student needed the workers who the author encouraged .,the author encouraged the workers .,workers author encouraged,,,,,,,,,,,,,,
1920,neutral,the photojournalist next to the authors supported the programmer .,the authors supported the photojournalist .,photojournalist supported programmer photojournalist authors not know authors supported photojournalist,,,,,,,,,,,,,,
2240,neutral,the curators near the potters encouraged the scientists .,the scientists encouraged the potters .,curators encouraged scientists potters curators not know scientists encouraged potters,,,,,,,,,,,,,,
2400,neutral,the administrators disturbed the singers by the nurses .,the singers disturbed the administrators .,administrators disturbed singers not know singers disturbed administrators,,,,,,,,,,,,,,
2560,neutral,the dancer disturbed the judges in front of the psychotherapist .,the judges disturbed the psychotherapist .,dancer disturbed judges judges psychotherapist not know judges disturbed psychotherapist,,,,,,,,,,,,,,
2720,neutral,the singer needed the colorist by the architects .,the architects needed the singer .,singer needed colorist colorist architects not know architects needed singer,,,,,,,,,,,,,,
2880,neutral,the artists who the singer avoided offended the president .,the singer offended the artists .,singer avoided artists artists offended president not know singer offended artists,,,,,,,,,,,,,,
3200,neutral,the student that the potter encouraged supported the judges .,the judges encouraged the potter .,student potter encouraged student supported judges not know judges encouraged potter,,,,,,,,,,,,,,
3360,neutral,the students that avoided the dancer encouraged the colorist .,the dancer encouraged the students .,students avoided dancer students encouraged colorist not know dancer encouraged students,,,,,,,,,,,,,,
3680,neutral,the presidents that expected the therapist introduced the technologists .,the technologists introduced the therapist .,presidents expected therapist presidents introduced technologists not know technologists introduced therapist,,,,,,,,,,,,,,
3840,neutral,the potters admired the students who disturbed the psychotherapist .,the students admired the potters .,potters admired students not know students admired potters,,,,,,,,,,,,,,
4320,neutral,the singer introduced the musician that the colorists avoided .,the musician introduced the singer .,singer introduced musician not know musician introduced singer,,,,,,,,,,,,,,
4640,neutral,the authors found the singer that the musician admired .,the musician found the authors .,singer musician admired authors found singer not know musician found authors,,,,,,,,,,,,,,
4800,neutral,the president was expected by the scientists .,the president expected the scientists .,expected expected scientists expected president not know president expected scientists,,,,,,,,,,,,,,
5120,neutral,the president and the workers encouraged the artisan .,the president encouraged the workers .,president encouraged artisan workers encouraged artisan not know president encouraged workers,,,,,,,,,,,,,,
5280,neutral,the strategists and the colorist offended the potter .,the colorist offended the strategists .,strategists offended potter colorist offended potter not know colorist offended strategists,,,,,,,,,,,,,,
5440,neutral,the singers supported the architects and the therapist .,the architects supported the therapist .,singers supported architects singers supported therapist not know architects supported therapist,,,,,,,,,,,,,,
5760,neutral,the potters admired the architects .,the architects admired the potters .,potters admired architects potters architects not know architects admired potters,,,,,,,,,,,,,,
6400,entailment,the authors supported the judges that slept .,the authors supported the judges .,judges slept judges,,,,,,,,,,,,,,
6720,entailment,the potter admired the photojournalists who found the singer .,the potter admired the photojournalists .,photojournalists found singer photojournalists,,,,,,,,,,,,,,
6880,entailment,the psychologist admired the psychotherapists near the singers .,the psychologist admired the psychotherapists .,psychotherapists singers psychotherapists,,,,,,,,,,,,,,
7040,entailment,the dancer and the programmers yelled .,the programmers yelled .,programmers dancer programmers,,,,,,,,,,,,,,
7200,entailment,the singer and the architects expected the colorist .,the architects expected the colorist .,architects singer architects,,,,,,,,,,,,,,
7360,entailment,the artist found the athletes and the architects .,the artist found the athletes .,athletes athletes architects,,,,,,,,,,,,,,
7520,neutral,the artists behind the presidents lay .,the presidents lay .,artists presidents artists lay not know presidents lay,,,,,,,,,,,,,,
7680,neutral,the administrators next to the technologists encouraged the counselor .,the technologists encouraged the counselor .,administrators technologists administrators encouraged counselor not know technologists encouraged counselor,,,,,,,,,,,,,,
7840,neutral,the worker who encouraged the programmer lay .,the programmer lay .,worker encouraged programmer worker worker lay not know programmer lay,,,,,,,,,,,,,,
8000,neutral,the president who needed the architect found the colorist .,the architect found the colorist .,president needed architect president president found colorist not know architect found colorist,,,,,,,,,,,,,,
8160,neutral,the authors helped in the laboratory lay .,the authors helped in the laboratory .,authors helped laboratory not know authors helped laboratory,,,,,,,,,,,,,,
8320,neutral,the athlete studied in the museum supported the singer .,the athlete studied in the museum .,athlete studied museum not know athlete studied museum,,,,,,,,,,,,,,
8480,neutral,the singers disturbed the musicians investigated in the school .,the musicians investigated in the school .,musicians investigated school not know musicians investigated school,,,,,,,,,,,,,,
8640,neutral,"before the student presented , the therapists danced .",the student presented the therapists .,therapists danced student presented not know student presented therapists,,,,,,,,,,,,,,
8800,neutral,"when the president moved , the athlete admired the potters .",the president moved the athlete .,athlete admired potters president moved not know president moved athlete,,,,,,,,,,,,,,
8960,neutral,the artisan knew the psychologist voted .,the artisan knew the psychologist .,artisan knew psychologist voted not know artisan knew psychologist,,,,,,,,,,,,,,
9280,entailment,"though the strategist slept , the worker danced .",the worker danced .,strategist slept worker danced,,,,,,,,,,,,,,
9440,entailment,"because the administrator found the psychotherapists , the scientist performed .",the scientist performed .,administrator found psychotherapists scientist performed,,,,,,,,,,,,,,
9760,entailment,"after the psychotherapists avoided the officer , the psychologist offended the artist .",the psychologist offended the artist .,psychotherapists avoided officer psychologist offended artist,,,,,,,,,,,,,,
9920,entailment,"in case the architects laughed , the curator worked .",the curator worked .,worked curator worked,,,,,,,,,,,,,,
10080,entailment,"in case the students offended the strategist , the potter yelled .",the potter yelled .,yelled potter yelled,,,,,,,,,,,,,,
10240,entailment,"in case the administrators voted , the nurses expected the singers .",the nurses expected the singers .,expected singers nurses expected singers,,,,,,,,,,,,,,
10400,entailment,"in case the students found the presidents , the officers introduced the administrator .",the officers introduced the administrator .,introduced presidents officers introduced presidents,,,,,,,,,,,,,,
10560,entailment,"whether or not the dancers laughed , the curator smiled .",the curator smiled .,curator smiled dancers laughed,,,,,,,,,,,,,,
10720,entailment,"whether or not the counselors needed the psychologist , the psychotherapists smiled .",the psychotherapists smiled .,psychotherapists smiled counselors needed psychologist,,,,,,,,,,,,,,
10880,entailment,"whether or not the judge cried , the student disturbed the presidents .",the student disturbed the presidents .,student disturbed presidents judge cried,,,,,,,,,,,,,,
11040,entailment,"whether or not the scientist disturbed the workers , the architect needed the programmer .",the architect needed the programmer .,architect needed programmer scientist disturbed workers,,,,,,,,,,,,,,
11200,entailment,the president knew that the musicians yelled .,the musicians yelled .,president knew musicians yelled musicians yelled,,,,,,,,,,,,,,
11360,entailment,the workers remembered that the programmer expected the psychologist .,the programmer expected the psychologist .,workers remembered programmer expected psychologist programmer expected psychologist,,,,,,,,,,,,,,
11520,entailment,"the president laughed , and the programmers cried .",the president laughed .,president laughed programmers cried,,,,,,,,,,,,,,
11680,entailment,"the artisans lay , and the counselor expected the student .",the artisans lay .,artisans lay counselor expected student,,,,,,,,,,,,,,
11840,entailment,"the athletes disturbed the potters , and the colorists sat .",the athletes disturbed the potters .,athletes disturbed potters colorists sat,,,,,,,,,,,,,,
12000,entailment,"the counselor encouraged the athlete , and the officer supported the artisans .",the counselor encouraged the athlete .,counselor encouraged athlete officer supported artisans,,,,,,,,,,,,,,
12160,entailment,"the artisans voted , and the programmer yelled .",the programmer yelled .,artisans voted programmer yelled,,,,,,,,,,,,,,
12320,entailment,"the architects smiled , and the judge admired the colorist .",the judge admired the colorist .,architects smiled judge admired colorist,,,,,,,,,,,,,,
12480,entailment,"the dancers offended the singer , and the officers smiled .",the officers smiled .,dancers offended singer officers smiled,,,,,,,,,,,,,,
12640,entailment,"the artist needed the technologists , and the artisans avoided the judge .",the artisans avoided the judge .,artist needed technologists artisans avoided judge,,,,,,,,,,,,,,
12800,entailment,suddenly the musicians laughed .,the musicians laughed .,suddenly musicians laughed,,,,,,,,,,,,,,
12960,entailment,certainly the nurse supported the scientist .,the nurse supported the scientist .,certainly nurse supported scientist,,,,,,,,,,,,,,
13120,entailment,without a doubt the worker cried .,the worker cried .,without a doubt worker cried,,,,,,,,,,,,,,
13440,entailment,of course the colorists smiled .,the colorists smiled .,of course colorists smiled,,,,,,,,,,,,,,
13600,entailment,of course the nurses helped the potters .,the nurses helped the potters .,of course nurses helped potters,,,,,,,,,,,,,,
13920,entailment,"though the therapist smiled , the dancers expected the psychotherapist .",the therapist smiled .,though therapist smiled,,,,,,,,,,,,,,
14240,entailment,"after the artisan introduced the dancers , the nurses expected the technologist .",the artisan introduced the dancers .,after artisan introduced dancers,,,,,,,,,,,,,,
14560,neutral,"unless the psychologist lay , the judges disturbed the workers .",the judges disturbed the workers .,not know psychologist lay not know judges disturbed workers,,,,,,,,,,,,,,
14720,neutral,"if the programmer supported the artists , the counselor voted .",the counselor voted .,not know programmer supported artists not know counselor voted,,,,,,,,,,,,,,
14880,neutral,"if the architects avoided the administrators , the athletes encouraged the nurses .",the athletes encouraged the nurses .,not know architects avoided administrators not know athletes encouraged nurses,,,,,,,,,,,,,,
15040,neutral,the therapist claimed that the nurse sat .,the nurse sat .,claimed therapist not know nurse sat,,,,,,,,,,,,,,
15360,neutral,"the counselor yelled , or the musicians talked .",the counselor yelled .,musicians talked not know counselor yelled,,,,,,,,,,,,,,
15520,neutral,"the psychotherapist voted , or the strategist admired the artists .",the psychotherapist voted .,strategist admired artists not know psychotherapist voted,,,,,,,,,,,,,,
15680,neutral,"the officers admired the counselors , or the athletes voted .",the officers admired the counselors .,athletes voted not know officers admired counselors,,,,,,,,,,,,,,
16000,neutral,"the therapist worked , or the scientist lay .",the scientist lay .,therapist worked not know scientist lay,,,,,,,,,,,,,,
16160,neutral,"the musicians talked , or the judges admired the scientist .",the judges admired the scientist .,musicians talked not know judges admired scientist,,,,,,,,,,,,,,
16320,neutral,"the officer expected the psychologists , or the psychotherapists sat .",the psychotherapists sat .,officer expected psychologists not know psychotherapists sat,,,,,,,,,,,,,,
16480,neutral,"the colorists introduced the psychotherapist , or the students expected the therapist .",the students expected the therapist .,colorists introduced psychotherapist not know students expected therapist,,,,,,,,,,,,,,
16800,neutral,hopefully the technologists offended the officer .,the technologists offended the officer .,hopefully not know technologists offended officer,,,,,,,,,,,,,,
16960,neutral,"if the nurse danced , the artisan cried .",the nurse danced .,artisan cried nurse danced not know nurse danced,,,,,,,,,,,,,,
17120,neutral,"unless the psychotherapist laughed , the colorist disturbed the singers .",the psychotherapist laughed .,colorist disturbed singers psychotherapist laughed not know psychotherapist laughed,,,,,,,,,,,,,,
17280,neutral,"if the curators needed the architect , the workers slept .",the curators needed the architect .,workers slept curators needed architect not know curators needed architect,,,,,,,,,,,,,,
17440,neutral,"unless the athlete encouraged the singer , the judges disturbed the presidents .",the athlete encouraged the singer .,judges disturbed presidents athlete encouraged singer not know athlete encouraged singer,,,,,,,,,,,,,,
17600,neutral,"whether or not the programmer laughed , the singers smiled .",the programmer laughed .,not know programmer laughed,,,,,,,,,,,,,,
17920,neutral,"whether or not the potters admired the judge , the technologists voted .",the potters admired the judge .,not know potters admired judge,,,,,,,,,,,,,,
18080,neutral,"whether or not the singers helped the therapists , the psychologists expected the photojournalist .",the singers helped the therapists .,not know singers helped therapists,,,,,,,,,,,,,,
18240,neutral,"in case the administrators slept , the curator talked .",the administrators slept .,curator talked administrators slept not know administrators slept,,,,,,,,,,,,,,
18400,neutral,"in case the therapists lay , the architects introduced the curators .",the therapists lay .,architects introduced curators therapists lay not know therapists lay,,,,,,,,,,,,,,
18560,neutral,"in case the president supported the singer , the student talked .",the president supported the singer .,student talked president supported singer not know president supported singer,,,,,,,,,,,,,,
