pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
160,entailment,the strategists who sat offended the psychotherapist .,the strategists offended the psychotherapist .,the strategists who sat are still the strategists .,,,,,,,,,,,,,,
161,entailment,the dancer who voted needed the worker .,the dancer needed the worker .,the dancer who voted is still the dancer .,,,,,,,,,,,,,,
162,entailment,the psychotherapists who voted encouraged the dancers .,the psychotherapists encouraged the dancers .,the psychotherapists who voted are still the psychotherapists .,,,,,,,,,,,,,,
163,entailment,the strategist who sat disturbed the authors .,the strategist disturbed the authors .,the strategist who sat is still the strategist .,,,,,,,,,,,,,,
164,entailment,the administrators that smiled helped the psychologists .,the administrators helped the psychologists .,the administrators that smiled are still the administrators .,,,,,,,,,,,,,,
165,entailment,the technologists that slept needed the psychologists .,the technologists needed the psychologists .,the technologists that slept are still the technologists .,,,,,,,,,,,,,,
166,entailment,the dancer that voted expected the colorist .,the dancer expected the colorist .,the dancer that voted is still the dancer .,,,,,,,,,,,,,,
167,entailment,the photojournalists that cried avoided the counselor .,the photojournalists avoided the counselor .,the photojournalists that cried are still the photojournalists .,,,,,,,,,,,,,,
320,entailment,the athletes who the dancer found needed the worker .,the athletes needed the worker .,the athletes who the dancer found are still the athletes .,,,,,,,,,,,,,,
321,entailment,the technologists who the potters admired needed the administrator .,the technologists needed the administrator .,the technologists who the potters admired are still the technologists .,,,,,,,,,,,,,,
322,entailment,the dancer who the officer found helped the president .,the dancer helped the president .,the dancer who the officer found is still the dancer .,,,,,,,,,,,,,,
323,entailment,the artisans that the psychotherapists avoided needed the potters .,the artisans needed the potters .,the artisans that the psychotherapists avoided are still the artisans .,,,,,,,,,,,,,,
324,entailment,the psychologists who the musicians avoided offended the colorist .,the psychologists offended the colorist .,the psychologists who the musicians avoided are still the psychologists .,,,,,,,,,,,,,,
325,entailment,the curators that the nurse offended admired the presidents .,the curators admired the presidents .,the curators that the nurse offended are still the curators .,,,,,,,,,,,,,,
326,entailment,the psychotherapist that the administrator needed admired the technologists .,the psychotherapist admired the technologists .,the psychotherapist that the administrator needed is still the psychotherapist .,,,,,,,,,,,,,,
327,entailment,the dancers who the photojournalists supported offended the officers .,the dancers offended the officers .,the dancers who the photojournalists supported are still the dancers .,,,,,,,,,,,,,,
480,entailment,the colorists that disturbed the authors supported the counselor .,the colorists supported the counselor .,the colorists that disturbed the authors are still the colorists .,,,,,,,,,,,,,,
481,entailment,the scientist who found the architect expected the potters .,the scientist expected the potters .,the scientist who found the architect is still the scientist .,,,,,,,,,,,,,,
482,entailment,the nurses who disturbed the officers offended the administrator .,the nurses offended the administrator .,the nurses who disturbed the officers are still the nurses .,,,,,,,,,,,,,,
483,entailment,the potter who avoided the singer encouraged the musician .,the potter encouraged the musician .,the potter who avoided the singer is still the potter .,,,,,,,,,,,,,,
484,entailment,the judge that avoided the artists helped the singers .,the judge helped the singers .,the judge that avoided the artists is still the judge .,,,,,,,,,,,,,,
485,entailment,the psychotherapists who helped the strategist encouraged the presidents .,the psychotherapists encouraged the presidents .,the psychotherapists who helped the strategist are still the psychotherapists .,,,,,,,,,,,,,,
486,entailment,the technologist who found the psychologists avoided the officer .,the technologist avoided the officer .,the technologist who found the psychologists is still the technologist .,,,,,,,,,,,,,,
487,entailment,the programmer that expected the dancer admired the psychologist .,the programmer admired the psychologist .,the programmer that expected the dancer is still the programmer .,,,,,,,,,,,,,,
640,entailment,the singers and the psychotherapists needed the programmers .,the singers needed the programmers .,the singers are part of the singers and the psychotherapists .,,,,,,,,,,,,,,
641,entailment,the photojournalists and the authors introduced the singer .,the photojournalists introduced the singer .,the photojournalists are part of the photojournalists and the authors .,,,,,,,,,,,,,,
642,entailment,the potters and the nurses disturbed the therapist .,the potters disturbed the therapist .,the potters are part of the potters and the nurses .,,,,,,,,,,,,,,
643,entailment,the musician and the architect introduced the administrators .,the musician introduced the administrators .,the musician is part of the musician and the architect .,,,,,,,,,,,,,,
